ID	RNA_LD03	RNA_LD03	RNA_LD03	RNA_LD06	RNA_LD06	RNA_LD06	RNA_LD09	RNA_LD09	RNA_LD09	RNA_LD12	RNA_LD12	RNA_LD12	RNA_LD15	RNA_LD15	RNA_LD15	RNA_LD18	RNA_LD18	RNA_LD18	RNA_LD21	RNA_LD21	RNA_LD21	RNA_LD24	RNA_LD24	RNA_LD24	RNA_mean.level	RNA_max.level	RNA_rhythm.pvalue_original	RNA_rhythm.pvalue_Brown	RNA_rhythm.pvalue
Ot08g00200	7.746925298	7.498208948	7.537282232	7.686055208	7.806870949	7.808132168	8.025946544	8.141722292	8.145348107	7.748096177	7.810275198	8.030906244	7.297485757	7.41118043	7.275644205	6.991094436	6.929930103	6.949978084	6.881835995	6.751098231	6.643106999	7.207769694	7.133626582	7.079139596	7.439069144875	8.145348107	7.11287561087062e-07	7.11287561087062e-07	7.11287561087062e-07
Ot07g02390	7.608035671	8.005142554	8.0399046	7.142360794	7.520311797	7.693826985	5.702129538	6.155434751	6.032600916	7.340124635	7.127413396	7.208519644	7.718086579	7.700735075	7.67410781	7.563892514	7.829099373	7.731887314	7.590645853	7.91092964	7.821976719	7.811065549	7.942487488	7.937546876	7.450344419625	8.0399046	6.28476062218411e-07	6.28476062218411e-07	6.28476062218411e-07
Ot07g00700	7.356426038	7.503394342	7.233512922	7.30927782	7.372946671	7.34595486	7.560518506	7.08745684	6.880117671	7.748614036	7.495109146	7.679940275	8.005110858	7.808547298	7.553568252	8.050679564	7.930565675	7.966312016	7.814657064	8.109040152	8.396886324	7.635378247	7.376890692	7.410392618	7.60963741195833	8.396886324	9.70800205759731e-05	9.70800205759731e-05	9.70800205759731e-05
Ot07g00850	7.954745823	7.48184547	7.497233667	7.603295753	7.289434474	7.207298612	6.998046746	6.710745245	6.855496729	6.959129037	6.33486214	6.492304688	7.568171042	7.64015691	7.552351843	7.886165725	8.071545408	7.959540055	7.819442416	7.969727851	8.091618775	7.619266534	7.703351261	7.612377781	7.45325641604167	8.091618775	0.00299396109253729	0.00299396109253729	0.00299396109253729
Ot08g00260	7.2511318	7.115149022	7.067589135	7.175936969	7.52100264	7.460776526	7.9228893	7.749161806	7.892963883	7.841465687	8.185983823	8.507788861	7.869050813	7.872113877	7.536931132	7.833167179	7.855911878	7.663876453	7.427565193	7.320392999	7.555469971	7.129324283	6.935015829	6.866973506	7.564901356875	8.507788861	7.80071154452741e-07	7.80071154452741e-07	7.80071154452741e-07
Ot07g02280	5.799675833	4.335303243	4.449735762	5.48056541	3.978174323	3.99671106	7.277780282	6.834083201	7.04756872	8.058915943	7.686295487	7.700620447	8.323671833	NA	8.60853639	8.059684556	8.623445795	8.166652664	7.541380894	7.738690873	7.822489349	6.651410695	5.811827316	5.957350322	6.78045958252174	8.623445795	7.11185991648511e-07	7.11185991648511e-07	7.11185991648511e-07
Ot07g00770	7.21536084	7.165281826	7.175582988	7.6675922	7.191229008	7.30838163	7.47658107	7.789497061	7.993987818	7.657931313	7.579149745	7.835762335	7.221590509	7.339451271	7.292488857	6.791487567	6.912066413	7.006813515	6.811599985	6.67400772	6.75998826	6.748881032	7.017594898	7.257504726	7.24540885779167	7.993987818	7.39773283241915e-07	4.84047398170879e-07	4.84047398170879e-07
Ot07g04410	7.6025142	8.237361373	8.49815635	6.238109946	6.903372099	6.89157989	6.358852483	6.661569427	6.438426795	5.920434708	6.092664242	5.620549805	6.408542998	6.487059916	6.368695859	7.541723754	7.978186487	7.561677592	8.492063807	8.204847282	8.601772415	8.18651197	8.284480346	8.343938035	7.24679549079167	8.601772415	8.041367700977e-07	8.041367700977e-07	8.041367700977e-07
Ot08g00440	7.450861155	7.900657262	8.035332158	7.424360642	8.341340861	8.513914912	7.685683621	7.884610049	8.018377959	7.784116661	7.900831169	8.193668135	7.587634534	7.727635782	6.772061684	7.553483691	7.701673258	7.126704105	7.620679698	7.68831224	7.933871113	7.576659218	7.632223888	7.855640369	7.7462639235	8.513914912	0.0470959097920061	0.0470959097920061	0.0470959097920061
Ot11g01040	8.317538755	8.363636276	8.410179836	8.318038544	8.320105864	8.090597879	7.582856632	7.61667302	7.754319548	6.376927896	6.595890614	6.54391757	5.05235594	4.804418643	4.787898945	5.756661574	5.481582293	5.555893713	6.647124785	6.572606211	6.470882313	7.675854181	8.009011064	7.846163107	6.956297300125	8.410179836	7.07722065051333e-07	7.07722065051333e-07	7.07722065051333e-07
Ot11g02460	7.37766043	8.2471764	8.291230452	7.156218653	7.790394361	8.521392668	8.353948383	8.355540355	9.23762452	7.624987884	7.423318596	8.221442692	7.599986386	7.599225834	6.573104862	7.669156985	7.54831887	6.870257143	7.613081027	7.545780288	7.871821552	7.761470847	7.638634881	8.115503294	7.791969890125	9.23762452	0.0228333365124597	0.00187289150247389	0.00187289150247389
Ot11g03490	7.694878625	7.922759144	7.824783767	7.996032154	8.374138233	8.375167692	8.012176762	7.826599251	8.092983652	7.442631435	7.653498217	7.8396362	6.561440296	6.119353191	6.019755189	6.258960284	5.774669594	5.932186725	6.392886662	6.026931478	5.89577722	7.108150754	7.0527682035	7.003234943	7.13339165297917	8.375167692	8.54580382894046e-07	8.54580382894046e-07	8.54580382894046e-07
Ot12g00580	6.808123466	6.034792576	5.716638214	7.423872655	7.730939859	7.721682077	8.440755713	8.532043266	8.576033495	8.381740281	8.631503751	8.838721431	7.382088513	7.469544864	7.438550598	6.259698892	6.224628253	6.718401388	5.926674589	5.202140009	4.186067858	5.977447253	5.436333982	4.831695979	6.91208829008333	8.838721431	1.57608872408992e-06	1.57608872408992e-06	1.57608872408992e-06
Ot11g01120	7.014557122	7.848818467	7.8326577905	7.156006927	7.845811925	7.994730166	8.641220939	8.48742685	8.884894691	8.412855921	8.351236371	8.537407081	8.031467433	8.19077629	7.398968378	7.679409001	8.01190823	7.424772544	7.667898936	7.774695392	7.691245312	7.62878712	7.963207433	7.948997536	7.9341565773125	8.884894691	0.00491515671282916	0.00491515671282916	0.00491515671282916
Ot04g02150	7.468881283	NA	7.933975661	7.39835798	NA	7.986834184	7.7179397	NA	NA	7.107542473	7.416534751	NA	4.045385321	3.82150547	3.883494927	2.877054181	3.453461607	3.554535587	4.482073493	4.867231376	4.206543208	7.197234456	7.740870166	7.5610776915	5.82739650081579	7.986834184	0.00333253541959852	3.53498318635987e-06	3.53498318635987e-06
Ot03g05150	7.498199982	8.60565138	8.314023795	7.908474478	8.30232835	8.794079055	7.710058185	8.248423741	7.93288192	8.286459014	8.039124532	7.78056688	7.910886309	8.005489427	7.453369496	8.106531409	8.566396409	7.653184091	8.243313186	8.406399893	8.509780626	8.239371326	8.629548735	8.768286557	8.16303453233333	8.794079055	0.0352294827442673	0.0352294827442673	0.0352294827442673
Ot04g00110	6.934796354	7.54066908	7.49609524	7.640182845	8.114232033	8.050607248	8.00446042	8.265358957	8.459903623	6.760483648	7.447694477	7.495978052	3.192375432	2.228126902	2.561685075	1.831782348	2.062946209	2.198310576	2.328204752	2.004459075	0.90671846	5.416717109	6.127893796	5.869049613	5.3724471385	8.459903623	8.54185237563134e-07	8.54185237563134e-07	8.54185237563134e-07
Ot04g01200	7.390887801	7.697431688	7.531919229	7.405289406	7.951855828	7.947182091	8.397242582	8.478240678	8.75168293	8.128174398	8.185729813	8.206240431	8.016388759	7.916745961	8.013102544	7.47434774	7.562002269	7.670289137	7.325902159	7.265250935	7.242991124	7.282804658	7.294138283	7.362577028	7.77076739466667	8.75168293	7.77291302203257e-07	7.77291302203257e-07	7.77291302203257e-07
Ot04g03090	8.632479298	6.945912497	6.974638436	8.631699562	7.070603368	6.891691402	6.638802069	6.437098101	6.000828112	6.955215358	4.809272662	4.755266581	6.287079586	5.450404299	5.150145724	7.375018177	5.204157076	4.829990412	7.716403527	9.113176369	NA	8.218353903	7.351272126	7.269524353	6.72647969556522	9.113176369	0.00613277823040684	0.00613277823040684	0.00613277823040684
Ot03g05190	7.086550447	7.334685597	7.346901795	7.52016144	7.276300133	7.207769936	7.205369965	7.401516085	7.305658794	7.353225969	7.184102156	7.165440804	7.180364361	7.365512065	7.410662359	6.809153853	7.127244471	7.02025139	7.735318469	8.11284365	8.157863191	7.557555891	7.626877308	7.546255979	7.37656608783333	8.157863191	0.16477968499809	0.16477968499809	0.16477968499809
Ot04g00270	6.013844239	6.225685682	6.514987203	4.567266852	4.497656534	4.405623367	4.756860715	5.136639845	5.313729496	8.448495109	7.438328652	7.444202715	8.187803676	8.441605694	8.249744154	7.731642626	8.16093722	8.059492606	7.940488218	8.341956032	8.398429976	7.71530461	7.610361646	7.649642054	6.96878037170833	8.448495109	0.00394962199991804	0.000231075231400629	0.000231075231400629
Ot04g01250	6.669206032	6.873565255	6.926358741	6.579842554	7.177056972	6.907954715	7.180884426	7.672669478	7.869252083	7.974192025	7.809700416	8.051412988	8.744709669	8.722677883	8.160110495	8.920780308	8.489464576	8.093578035	7.420982462	6.707289989	6.332367762	6.941623989	6.746191579	6.539807137	7.479653315375	8.920780308	8.74080919031893e-07	8.74080919031893e-07	8.74080919031893e-07
Ot04g02470	6.031766972	5.212812438	5.287629175	5.481125569	4.792207726	4.661051547	7.052030337	5.558757322	5.502599195	8.027651115	7.760373208	7.96268537	8.199238606	8.255499188	8.410721182	8.223791321	8.219671019	8.207364652	7.826928775	7.789880584	7.870100748	7.216439493	6.604930111	6.811510251	6.95694857933333	8.410721182	0.00196165432700926	0.00196165432700926	0.00196165432700926
Ot03g05380	7.93810886	7.843462638	7.915502797	7.885856283	7.7770059995	7.726633424	7.291204493	7.169158276	7.349084268	7.422506191	7.174654372	7.195364548	7.114988302	7.127941985	7.072306484	7.489195186	7.268010293	7.371283899	7.654502758	7.569225238	7.5298867495	7.729176869	7.805625884	7.817328381	7.50991725741667	7.93810886	7.47215559167125e-07	7.47215559167125e-07	7.47215559167125e-07
Ot04g00340	6.511421143	6.75343653	6.928696536	5.632104797	6.007773645	6.185473078	5.984461647	5.994564529	5.981401496	8.35861637	8.94109067	8.876767348	8.338064579	8.235117693	8.094208058	8.06498346	8.113030006	8.094276561	7.727938401	7.017746808	7.336461377	7.061191135	7.063686706	7.139358013	7.26841127441667	8.94109067	0.000171809335799269	0.000171809335799269	0.000171809335799269
Ot04g02580	7.229217066	7.252072099	7.326660391	7.12280355	6.921519644	6.890529853	5.99562958	6.180904473	6.061980852	7.717815573	7.325639816	7.314011608	8.093294822	8.190243611	7.936970932	8.389362197	8.635953045	8.38944367	7.947791104	7.39677228	7.839299557	6.839210141	6.511373712	6.49600337	7.33352095608333	8.635953045	8.31725325402625e-07	8.31725325402625e-07	8.31725325402625e-07
Ot03g05690	7.754579745	7.514619052	7.629717894	7.672261052	7.615978717	7.450054507	7.743955118	7.851274324	7.924938016	7.615399774	7.362064921	7.33774605	7.283919226	7.304979066	7.377248895	7.257543499	7.218611204	7.279273167	7.718828775	7.729125321	7.763516437	7.688952521	7.57838463	7.597701374	7.55294472020833	7.924938016	0.0100928435466824	0.00968242413508068	0.00968242413508068
Ot04g00380	8.220760758	8.7770849925	8.773177793	7.911587605	8.844720548	9.272823354	5.751191755	6.384697582	6.971419061	3.792921638	4.131799752	4.442169185	3.877727654	3.479469166	3.807466777	3.38501446	3.705993135	3.859801665	4.468031867	5.314399815	4.90175631	8.027640099	8.243678844	8.482995156	6.03451370714583	9.272823354	8.12503545110046e-07	8.12503545110046e-07	8.12503545110046e-07
Ot04g01360	7.875267579	8.214522984	8.320847724	7.902338966	8.416886089	8.686060893	7.269568052	7.65118554	7.343258379	7.776862492	7.890674641	8.412605281	7.55492658	7.318439449	7.099474429	7.57574862	7.409211083	7.351725133	7.911304956	7.866893724	7.964143508	8.060342903	7.892392792	8.142592473	7.82946976125	8.686060893	0.00871726602642762	0.00871726602642762	0.00871726602642762
Ot04g02730	7.646669961	8.181216877	8.23836983	7.399767236	7.878015692	8.025935997	7.006107954	7.785509744	7.576926557	7.383780363	9.101680891	9.354800937	6.775908943	6.874241967	6.401353756	6.654236736	7.007059454	7.184328336	6.719795313	6.932397463	6.917279508	7.603969564	8.186920384	8.264487814	7.54586505320833	9.354800937	0.0117062729076125	0.0117062729076125	0.0117062729076125
Ot07g02670	7.692878488	7.685913883	7.830866731	7.303025711	7.287270313	7.375123355	7.443451422	7.290319017	7.327556111	7.916502617	7.767767134	8.020135235	7.368920201	7.233640942	7.121965534	7.259995765	7.138009977	7.245473038	7.394939434	7.351817833	7.41642729	7.679697471	7.828982026	8.072481621	7.502215047875	8.072481621	0.0174455850556889	0.0174455850556889	0.0174455850556889
Ot07g01840	5.252621417	4.71501916	4.732541895	6.023456178	5.156007019	5.29992626	7.680212744	7.704210031	7.747720744	8.049997999	7.915890046	8.11458691	8.082454951	8.12124797	8.0882151725	7.255690705	7.52090101	7.800683255	6.689093478	6.602609267	6.734183531	5.867436385	5.526303182	5.782870786	6.7693283373125	8.12124797	0.000677349857014689	0.000677349857014689	0.000677349857014689
Ot07g01170	1.776581819	1.525572375	1.311388057	2.096375464	2.007539034	1.785958544	7.070235825	5.297997749	5.532168551	8.969535196	9.130579545	NA	8.441316341	8.773629975	8.855555335	6.999224468	7.198506682	7.824546568	3.27047573	2.519913634	2.437880022	2.196837593	1.50171274	1.227430799	4.68482443678261	9.130579545	9.64387949013548e-07	9.64387949013548e-07	9.64387949013548e-07
Ot07g03270	7.937924285	7.991148351	8.019326175	7.697827256	7.271832614	7.461705588	5.284347648	5.524897055	5.804350851	5.977738276	5.95863752	6.439266688	8.332088383	8.108490723	7.878164631	8.856188431	8.69529497	8.604572371	7.598325492	7.375177196	7.444254372	7.433708506	7.707978429	7.811948582	7.38396643304167	8.856188431	0.00195687103647184	0.00195687103647184	0.00195687103647184
Ot07g02600	7.493966476	7.523205615	7.61631587	7.47004854	7.455769983	7.475990843	6.63318154	6.601756778	6.812000379	7.556347684	7.223901434	7.647673772	7.406398899	7.368762482	7.250541504	7.348759798	7.654781935	7.77602959	7.194320864	7.168701702	7.496808358	7.063616457	7.424893663	7.477193092	7.33920696908333	7.77602959	0.865609701453056	0.296045106661849	0.296045106661849
Ot07g01790	5.647440462	5.664224005	5.4234033	5.659861632	5.721050485	5.398283923	7.24809652	6.780384758	6.61540974	7.891682335	7.8939026	8.354882707	8.028204632	8.183667186	8.044922826	8.247381324	8.291352496	8.153731527	7.896401506	8.279176514	8.469286117	7.417616653	6.978610837	7.118502622	7.22531152945833	8.469286117	0.00183110785543647	0.000662991673736044	0.000662991673736044
Ot17g01040	7.846556814	8.452661482	8.375367308	7.826895685	8.734959665	8.706402763	7.704266992	8.302530658	8.17204948	7.362687176	7.5255553	7.206748382	7.326586261	7.451805349	7.319492663	7.512504486	7.633269705	7.401437026	7.894556233	7.931405573	8.075238151	7.78340563	7.80921099	7.806121095	7.84007145279167	8.734959665	0.00229076776228666	0.00229076776228666	0.00229076776228666
Ot04g02260	7.55803261	7.536271055	7.824672426	7.54538302	7.876941226	7.916354948	8.439404545	8.74350754	9.225304766	8.098013364	7.679080278	8.3325318	7.743281162	7.711268089	7.950582119	7.904821329	7.833884431	7.439116132	7.770337338	7.52261233	8.100793781	7.644833879	7.473922867	7.677891983	7.89786845908333	9.225304766	0.00359981251198122	5.97309983748245e-08	5.97309983748245e-08
Ot06g02890	6.405343316	5.954936105	5.890456145	6.414917319	6.404116818	6.114159363	7.42480573	7.271602126	7.287878895	7.535945084	7.329183315	7.645846693	7.519744857	7.846976377	7.624264831	7.446594324	7.479215562	7.606785948	7.769106314	8.024471074	8.144925511	6.60605952	6.5038438955	6.37185694	7.10929316927083	8.144925511	1.56518938196812e-06	1.56518938196812e-06	1.56518938196812e-06
Ot03g05560	6.720335771	6.939942013	6.828475999	7.599289322	7.040884176	6.969665277	8.01874988	8.324338799	8.297882974	7.203898234	NA	9.074547778	5.1994489	4.835882622	5.0430108	5.154680628	5.088419068	5.087370305	6.960575991	6.591154231	6.765537131	6.455232057	6.672088997	6.4845288	6.66764955447826	9.074547778	1.57591053429368e-05	1.57591053429368e-05	1.57591053429368e-05
Ot07g01060	7.713492789	7.71905664	7.976995479	7.840817698	7.920470283	7.841988868	8.324637633	8.104150969	8.317978696	7.934603647	7.854053816	7.963922799	7.86236894	7.669086457	7.685528438	7.809939614	7.880771823	7.457719549	7.866039171	7.870139707	8.471439768	7.974902097	7.396228419	8.012946674	7.89455333225	8.471439768	0.170649142173747	0.170649142173747	0.170649142173747
Ot01g01230	6.995757288	6.851666733	6.706017446	8.423291945	8.776167045	8.709002601	8.019197122	8.555216172	8.710898643	8.454433926	8.448023073	8.431574339	7.609204791	8.203999092	7.945985223	6.934617905	7.435505804	7.163394526	6.720401093	6.735268833	6.720704312	6.026718769	5.7192399	5.363643391	7.4858304155	8.776167045	0.000142305711309261	0.000142305711309261	0.000142305711309261
Ot05g00340	7.762635663	8.100278246	8.216232634	7.196847459	7.710898442	7.908469621	6.957662863	7.514315177	7.89314577	5.917480995	6.464467183	6.711458937	6.617584952	6.401037498	6.588488202	7.176660273	7.105888131	7.209327644	7.694866889	8.067198833	8.036288368	7.953454934	8.139812269	8.119794972	7.39434566479167	8.216232634	9.08945579470392e-07	9.08945579470392e-07	9.08945579470392e-07
Ot09g01810	7.477568216	7.4130873	7.509849208	7.527184464	7.457348404	7.573311817	7.877199945	7.909893333	7.972214807	7.521435571	7.569913589	7.554766316	6.311862634	6.078121749	6.372017989	5.945576881	5.544568169	5.827478149	6.523272506	6.401049169	6.325041663	7.213515309	7.031544787	7.10170032	7.00164676229167	7.972214807	7.13229549548264e-07	7.13229549548264e-07	7.13229549548264e-07
Ot16g02320	8.017386978	7.901905022	7.944145848	8.09231528	8.366657618	8.318802114	8.621712475	8.754480052	8.811809642	8.305205119	8.205302589	8.5756168915	7.922570927	8.126269052	8.471136119	8.121016186	8.072791854	8.128739619	7.709226962	8.033119026	8.186469965	7.712145643	7.697955475	8.031487311	8.17201115697917	8.811809642	7.40337296908163e-07	1.07073438461971e-09	1.07073438461971e-09
Ot03g03450	7.78204573	7.630854977	NA	7.702494239	7.772674944	NA	7.519278369	7.831929383	8.283303659	7.324811165	7.477811599	7.629134881	NA	7.113152079	7.3773041165	NA	7.229715368	NA	7.522671752	7.015783483	8.056529386	7.287985179	7.478839953	8.14594851	7.58854046171053	8.283303659	0.0509795206076852	0.0509795206076852	0.0509795206076852
Ot15g02140	7.231031234	7.43408781	7.530933979	7.175720778	7.192931878	6.709170242	6.615113085	6.973162686	5.688739721	7.559726027	7.176307171	7.20299158	8.449683821	8.989903637	8.606626508	8.531111605	8.942085109	9.199664154	7.648885205	7.58128972	7.599216483	7.648034225	7.601535304	7.689016238	7.62404034166667	9.199664154	0.0033072224330774	0.0033072224330774	0.0033072224330774
Ot13g01770	6.491630244	6.234179221	6.143924264	6.485367686	5.97755773	5.639934152	8.265711377	8.209805493	8.422885961	8.301186833	8.258332589	8.248611257	8.345685919	8.504876253	8.332501142	8.27695269	8.243495057	8.233061066	8.060545063	7.996063286	8.313967423	7.317207942	7.181420506	7.474987517	7.62332877795833	8.504876253	0.0113834734469233	0.0113834734469233	0.0113834734469233
