ID	LD00	LD04	LD08	LD12	LD16	LD20	LD24	LD28	LD32	LD36	LD40	LD44	LD48	LD52	LD56	LD60	LD64	LD68
245078_at	49.2	80.8	99.9	187.1	77.6	74.1	60.7	63.3	187.4	96.1	76.2	78.6	49.1	91.6	74.3	134.1	90	83.9
245079_at	14.7	20.7	23.7	23.8	27.1	18.9	19	29.1	15	13.3	12.5	18.5	32.8	39.7	25.3	39.1	42.8	40.8
245080_at	13.6	12.4	12.8	16.5	13.7	11.6	11.7	20.1	14.9	12.3	13	7.8	19.2	5.8	30.6	15.5	29.2	22
245081_at	10.9	16.2	10.6	4.9	12.2	15.1	17.8	6.2	9.7	11.2	12.5	6.3	23.3	13.6	12.7	12.7	2.3	8.8
245082_at	9.5	3.5	2.3	7.7	9.6	8.9	1	7.2	1.2	2.1	3.3	2	2.4	6	19.7	3.7	9.6	5.1
245083_at	252.7	132.4	174.5	141.9	188.5	198.5	212.4	169.7	121.1	133.5	124.5	159.2	129.9	77.9	83.8	97.5	82.1	120.1
245084_at	60.7	30.1	38	25.9	45	43.8	44.1	35.6	14.2	25.3	30.6	31	25.1	22.9	36.3	15.8	25.2	35.4
245085_at	373.9	406.1	477.6	489.4	396.6	342.7	479.2	465.4	556.6	538.9	493.6	480.4	514.4	550.1	723	758.9	571.1	538.5
245086_at	1.8	0.4	3.7	2	2	2.3	2.1	2	1.5	1.7	1.9	1.1	1.3	0.4	7.1	8.4	2.8	0.8
245087_at	29.2	24.3	9.7	27.1	26.1	20.9	26.4	19.1	26.2	21.2	21.4	25.9	32.2	38.1	48.7	30.5	45.8	50.6
245088_at	84.4	158.2	129.2	121.4	64.1	56	101.5	77	141.6	131.9	173.5	100.6	100.2	211.6	156	120.3	103.2	86.3
245089_at	49.8	56.3	55	54.4	77	59.1	42.3	51.8	46.5	43.9	42.4	57.3	29.4	47.4	31	35.7	36.8	39.3
245090_at	52.7	38.5	32.4	26.6	30.6	39.9	45	35.4	23.3	25.7	35.9	36.5	114.9	67.3	63	47.9	53.9	74.1
245091_at	2.5	11	6.1	2.2	6.9	3.2	2.4	2.4	2.1	6.4	2.7	5.6	4.2	4	2.6	12.6	3.7	3.5
245092_at	45.1	49.1	53.4	67	55.6	56	53.2	62.3	62.1	45.2	50.7	46.5	66.6	50.4	59.7	85.4	62.5	56.7
245093_at	58.3	56.1	73.5	63	76.4	72.9	65.1	70.3	48.9	61.6	56	56.6	43.6	48.8	54.1	58.1	57.1	60.5
245094_at	154.1	751.9	990.6	1033.4	396.5	287.3	155.6	416.8	1043.2	1081	687.3	349.4	94.8	497.2	820.8	662.1	322.8	292
245095_at	23.8	14.2	2.6	2.7	5.2	16.1	24.6	16.7	17.1	7.4	12.7	23.6	9	14.5	2.7	4	1.7	9.6
245096_at	627.6	760.9	604.5	386	502.3	679.1	440.2	346.2	362.9	498.5	590.7	329.4	560.6	701.2	538.8	379.3	426.1	615.1
245097_at	85.4	81.3	97	73.1	93.2	93.2	85.8	87.5	81.6	80.3	70.6	83.5	114.9	89.2	84.2	126.4	109.1	104.5
245098_at	129.4	99.8	107.7	82.2	148.7	117.2	108.1	133.9	115.4	130.6	95	99.8	162.1	120.1	124.7	110.9	109.2	144.9
245099_at	116.2	122.5	112.7	200.6	111.4	93.1	113.5	111.6	152.9	102.1	95.9	113.2	139.6	136.6	122.4	184.6	110.3	124.6
245100_at	40.8	42.7	40.9	44.5	37.9	45.1	41.9	64.2	52.1	46.8	51.1	57.3	30.1	43.3	36.1	38.7	37.2	50.7
245101_at	305.7	223.4	206.1	155	236.3	260.2	326.8	278.6	169.4	163.5	247.1	295.7	258.7	230.9	160.8	162.1	255.4	251.5
245102_at	4.4	2.3	0.7	3.3	1.3	3.6	4.8	0.7	0.8	1.2	0.7	1.5	7.3	6.5	3.8	8.2	8.8	1.3
245103_at	1.6	8.7	5.4	1.3	2.1	0.8	2	9.3	0.3	6.5	2	1.4	3.4	15.1	7.7	14.3	13.1	15.5
245104_at	117.7	152.6	190.9	140.8	164.2	151.5	110.9	83.2	123	113.7	107.2	95.1	133.2	172	135.2	159.2	197.9	135.3
245105_at	10.9	7.3	8.8	5.9	10.2	11.6	8.8	10.2	2.3	6.5	8.5	3	21.4	16.7	18.7	21.7	13	11
245106_at	84.4	146.4	111.7	103.4	97.4	90.6	105.8	90.8	110.1	128.3	167.2	71.3	60.4	103	73.9	73	57.2	67.6
245107_at	0.5	0.8	0.5	0.6	0.6	0.5	0.6	0.5	0.6	0.7	0.6	0.5	0.7	0.8	0.7	2.2	1.1	0.6
245108_at	0.8	0.9	1.3	0.7	0.6	1.4	0.6	0.9	0.5	0.9	0.9	0.8	1.1	4	0.8	2.2	1.3	1.8
245109_at	29.4	38.6	26.8	22.6	18	20	31.9	41.3	31.9	37.9	41.6	31.8	35.1	53	29.2	22.4	29.8	40.8
245110_at	6.4	7.8	2.9	1.8	2	1.5	4.8	3.8	5.7	4.6	2	6.3	9.3	2.7	6	1.3	1.8	2.2
245111_at	1.2	1.3	0.8	0.9	1.7	1.3	0.8	1.5	2.3	0.7	1.1	0.9	1.8	2.1	1.2	5.9	3	1.2
245112_at	73.2	113.3	106.6	80.6	84.8	80.4	79.1	87.5	87.9	142.8	164	98	88.4	163.3	156.9	103.3	107.1	87.3
245113_at	7.1	10.3	3.3	2.5	10.6	3	6.8	1.6	1.7	2.2	5.9	5.2	6.7	5	5.8	3.6	4.6	2.8
245114_at	254.2	209.5	181	174.1	186.1	234.9	250.7	200.8	167.9	179.4	190.1	185.8	248.7	188.3	181.7	185	202.5	219.4
245115_at	607.2	672.5	722.7	1010.2	715.1	675.2	528.7	626.7	768.6	684.3	607.6	647.2	648.7	635.5	622.4	867.3	618.8	613.1
245116_at	167.7	100.3	117.9	134.6	133.4	153.5	154.5	140.5	124.6	123.6	120.5	119.6	128.1	103.9	102.3	111.6	145.8	141.7
245117_at	361.5	159.8	181.4	131.3	286.2	439.5	353.3	422.2	108.3	233.3	158.9	350.8	411	196.4	211.6	167.5	518.1	509.1
245118_at	646.7	680	636.1	664.1	718	677.3	776.9	810.3	728.4	798.5	853.8	836.2	762.4	779.6	656.3	670.7	734.3	754.1
245119_at	8.5	8.5	5	6.1	10	11.1	3.9	5.9	1.2	7.2	3.5	7.2	9.2	16.7	2.5	6.5	4.1	7.7
245120_at	73.3	72.3	51.1	55.7	43.9	65.7	76.6	57.9	74.1	68.2	74.2	66.3	68	69.3	80.9	86.9	75.4	85.3
245121_at	935.3	1159.7	1138.3	1226	1208	1019.8	1108.1	1226.2	1244.4	1290	1347.7	1288.8	904.3	1082.9	935.7	1189.1	1139.3	990.6
245122_at	157.7	79.7	69.9	77.6	129.5	149.5	152.9	133.4	79	65.2	76.1	127.5	244.7	85.5	82.8	68.6	166.9	167.2
245123_at	811.3	511.3	317.9	224.4	296.4	525.7	1043.6	437.1	398.5	442.4	677.9	799.7	624.3	458.4	321.1	251.7	357.6	508.4
245124_at	166.5	204.3	187.6	231.6	239.3	200	156.7	209.9	214.8	193.4	202.4	191.3	214	208.6	157.3	241	239.1	186.5
245125_at	1.1	1.4	2	4.3	1	1.1	1.8	0.5	0.8	3	6.7	0.7	2.3	2.8	2.5	8.3	5.4	3.1
245126_at	0.7	10.2	7.4	0.9	9.5	7.8	5.9	8.5	3.3	1.3	5.4	2.2	7.7	22	11.3	1.4	1.9	4.7
245127_at	173	186.3	233.5	194.8	210.6	177.2	110.3	195.7	194.5	202.1	149.8	150.7	180.2	185.4	238.8	196.8	216.6	216.3
245128_at	0.5	0.1	0.1	0.4	1.3	0.2	1.7	2	0.2	1	0.3	0.2	0.4	0.3	0.6	0.2	6.5	5.1
245129_at	1.8	2.3	4.2	7.2	7.7	4.9	1.6	16.2	20.4	18.4	3.9	17.2	2.7	1	18.3	23.5	7.9	10.4
245130_at	116.3	139.5	128.2	140.2	142.4	118.9	111.4	158.1	160.6	141.2	172.1	142.9	53.3	98.3	89.3	107.6	115.1	91.6
245131_s_at	106.3	84	82.4	86	108.6	87.6	115.5	66.8	79.1	67.8	94.7	88.6	90.1	82	68.5	59.8	65.7	113.3
245132_at	64.9	65.2	63.3	52.2	61.3	70	69.7	51.2	53.9	50.8	56.1	43.2	78.1	74.8	59.3	65.7	73.6	69.7
245133_at	48.5	54.9	46.5	37.5	47.5	47.2	47.9	41.4	49.6	46.2	57.9	37.1	56.6	62.1	50.9	54.4	45.7	57.8
245134_s_at	182.7	97.1	94.6	102.8	163.2	191.6	186.9	155.9	118	92.1	93	185.6	85.3	35.7	40.1	63.2	90.8	82.3
245135_at	0.9	1.3	0.7	1	1.3	1.1	0.9	1.8	0.7	0.4	1.3	0.7	1.5	1.1	0.9	3.2	1.2	3.4
245136_at	0.8	0.9	0.9	0.8	1.4	0.8	0.6	0.6	0.6	0.6	0.8	3	1	1.1	1	1.4	1.5	1
245137_at	14.8	18.7	14.3	18.3	12.1	19.9	9.7	23.3	15.2	24.8	19	22.9	22.6	16.4	23.3	19.8	11.3	25.1
245138_at	115.4	112.7	68.8	56.3	75	104.3	94.3	68.2	50.1	64.1	131.8	101.6	139.1	82.8	62.8	64	79.4	82.8
245139_at	17.9	26.9	19.5	14.1	22	20.4	12.8	16.9	14.6	13.6	12.8	14.9	18.8	17.9	17.6	32.5	16.6	32
245140_at	1.6	10.8	10.4	7	1	2.1	0.8	3.4	5	8	2	0.4	3.5	2.4	3.6	8.7	1.3	1.5
245141_at	54.8	44.1	29.3	31.2	32.5	41.8	39.2	49	30.6	34.3	35.3	28.1	40.3	45.8	27.4	30.7	39.9	39
245142_at	94.7	101.8	117.4	86.1	106.3	100.9	100	98.7	108.5	132.2	120	130.3	115.7	131.4	171.1	147.2	132.4	142.7
245143_at	48.1	45.4	33.5	49.6	66.9	44.2	48.6	23.9	34.9	38.6	28.8	25.1	33.1	29.7	25.6	47.3	27	34.4
245144_at	131.9	196.6	182.6	186.1	185.1	150	146.3	157	186.4	174.3	178	149.7	151.3	195.4	195.6	192	164.3	134.8
245145_at	128.6	166.3	166.8	188	164.4	156	167	179.2	222.2	149.5	182.1	142.2	140.5	145.3	134.5	230.1	151.6	159.6
245146_at	154.6	133.2	133.9	132.7	153.7	164.7	140.8	157.5	102.4	123.4	118.4	127.5	154.7	162.1	156.2	144.4	154.5	167.1
245147_at	15.7	10.7	14.8	22	17.3	14.6	18.4	22.8	30.6	21.5	12.9	25.9	35.8	24.4	25	20.6	30.6	19.7
245148_at	2.1	2.8	4.3	2.3	2.1	3.9	6.6	3.4	1	2.6	2.7	1.2	3.6	6.9	3.2	3.3	5.7	2.2
245149_at	20.5	26.4	18.3	23.6	3	16.1	28.3	16.7	12.2	21.2	28.7	9.6	34.8	48.8	19.9	25	31.9	20
245150_at	401.4	400.3	431	521.3	428.1	383.6	356.4	539	534.8	456.4	415.3	618.7	347.6	369.8	342.4	433.9	394.2	352.1
245151_at	9.1	7.5	9.5	5.5	10.3	8.6	7.8	7.1	7.3	9.6	8.9	4.7	10.3	11.6	12	2	14.2	11.6
245152_at	367	233.6	77.7	80.4	97	252.8	381.8	91.3	73.7	73.9	244.1	203.1	333	137.8	66.4	70.2	74.4	153.2
245153_at	0.1	0.5	0.3	0.3	0.2	0.3	0.3	2.7	0.3	0.1	0.4	1.2	4	0.9	0.9	2.5	1	0.3
245154_at	12.8	15.8	12.3	12.2	19.1	11.8	7.6	2.5	13.5	10.4	11.2	7.4	7.7	12.4	3.9	8.3	21.9	5.3
245155_at	711.7	1076.2	652.9	439.2	446	628.7	722.3	458.7	471.4	697.4	920.8	572.2	671.5	919.3	509.6	478.4	340.4	444.7
245156_at	54.7	52	36.7	32.6	48.7	39.7	69.1	79.8	60.9	44.6	43.8	66	44.9	31.5	19.4	18.4	33.4	44.4
245157_at	0.7	0.6	1.3	0.4	0.3	0.3	0.8	0.2	0.2	0.2	0.3	0.3	1.2	2.8	4.3	0.8	1.5	0.9
245158_at	2.2	2	3.5	3.4	4.4	3.2	1.6	6.2	1.3	3.3	0.9	0.3	1.6	10.4	2.4	1	1.4	8.8
245159_at	4.8	7.1	8.2	1.4	1.8	7.2	7.5	1.1	4.1	6.2	3.9	0.7	1.9	7.5	17.5	3.9	15.8	2.4
245160_at	0.6	0.8	0.4	0.7	0.5	0.6	0.4	0.4	0.4	1	0.4	0.7	0.9	1.1	1.5	1.1	1.6	7.7
245161_at	15.9	19.8	23.7	11.2	18.6	14.6	20.1	19.4	9	19.8	28.1	11.9	23.4	13.7	26.2	19.4	23.1	15.4
245162_at	1.8	0.8	3.1	1.4	7.9	1.2	0.5	0.9	1.6	0.4	1.4	0.6	0.8	1.2	7.4	16.6	2.6	2.4
245163_at	2.2	7.7	14.1	1.2	2	2	2.3	1.7	0.9	1	1.2	2.7	3.2	3.8	9.5	1.6	3.8	1.8
245164_at	171.7	261.1	281.8	383.3	294.9	158.7	237	441.5	496.6	435.8	359.8	329.2	159.7	292.9	358.9	358.4	256.2	174.7
245165_at	301.1	315.1	342.1	357.8	293.4	290.1	406.6	256.2	335.5	370.2	376.2	294.1	337.9	284.4	288	275	232.2	233.8
245166_at	33.8	15.2	17.1	25.4	29.3	35.6	25	28.4	32.8	28.2	20	34.8	46.8	44.4	38.5	53.4	71.6	53
245167_s_at	238.9	291.2	319.2	268.2	291	276.2	199.6	287.2	207.5	261	236.1	165.6	152.9	167.2	167.8	141.1	178.4	153.2
245168_at	572.7	590.5	949.7	1024	856.8	680.2	640.2	844.8	957	847.7	552.9	807.8	711.7	728.2	1134.2	1304.4	911.8	858.2
245169_at	326	355.6	383.1	410	411.2	366.7	367.2	352.2	379.8	413.3	377.5	358.9	249.1	228.1	261.7	270.5	266	255.3
245170_at	10.5	9.9	8.1	13.6	16.7	9.8	16.2	6.7	7.7	4.8	4	3.6	12.2	17.8	6.6	25.6	24.2	21.4
245171_at	2.1	3	1.7	1.8	2.2	2.6	5.7	1.8	1.5	1.6	2	0.8	2.2	2.8	2.9	3.8	2.8	2.4
245172_at	12.9	13.5	21.4	13.6	16.6	21.7	15	15.3	9.6	17.1	14.4	7.2	25.6	27.2	10.7	12.4	22.4	18.1
245173_at	3.7	7.2	2.9	5.2	2.6	5.4	1.7	1.3	6.4	2.9	1.7	0.8	1.7	2.5	3.2	1.7	1.9	2.5
245174_at	16.5	31.5	31	31.8	16.8	13.1	21.6	31.2	28.8	39.6	31	23.6	26.3	36.4	48.2	33.9	29.3	35.3
245175_at	280.5	386.2	411.9	629.3	419.6	313.9	252.1	457.2	708.2	411.9	365	423.3	284.8	315.6	332.7	652.4	366.9	388.2
245176_at	549.3	246.4	151.4	189.1	304.5	400.5	436	337	234.9	190.2	325.1	309	384.5	237	156.5	225.4	327.3	364.8
245177_at	8.6	1.9	3.1	1	2.3	3	2.6	2.1	0.8	2.5	3.3	6.5	1.5	6.4	5.1	3.7	7.6	1.7
245178_at	91.4	77.8	93	124.9	134.2	112.7	102.7	125.8	118.9	110.4	64	120.4	104.1	67.8	66.2	76.8	106.3	83.4
245179_at	40.9	31.8	30.9	25.1	25.1	37.7	42.1	39.3	48.1	30	43.4	31.6	34.3	41.5	39.8	17.3	41.3	42.6
245180_at	111.3	122.8	105.7	124.3	112.9	114.3	103.2	134.4	149.9	140.1	141.8	128.2	104.9	148	132.6	110.7	128.7	116.5
245181_at	33.7	21.9	13	19.2	25.9	28.6	19.4	17.2	10.6	6.9	12.8	26	18	2	13	13.1	20.6	10.3
245182_at	42.2	38.4	33.2	20.5	24.9	33.9	45.3	40.5	32.9	44.1	40	48.1	41.8	35.3	45.9	47.9	43.8	38.1
245183_at	67.6	43.7	55.4	39.6	37.9	67.9	69.7	61.9	46.5	60.3	46.3	74.1	66.4	49.8	58.8	49.5	57.7	85.4
245184_at	4.6	12.7	8.1	2.1	5.4	4.5	9.4	9.6	5	6.1	12.8	3	0.4	5.7	9.4	12.3	2.6	7.2
245185_at	23	26.3	11.7	14.4	26.4	30.4	27.1	26.2	27.1	29.8	31.2	11.7	27.3	33.6	37.4	29.8	28.3	35.7
245186_at	29.3	12.8	2.1	14.6	23.2	19.7	19	21.4	13.2	6.7	10	20	15.4	4.9	20.1	15.8	32.5	25.8
245187_s_at	116.6	128.4	118	142.3	128.8	126.5	105.2	160.4	187	177.6	165.4	156.2	94.9	119.6	147.2	118.9	103.8	128.6
245188_at	108.4	139.1	445.2	376.3	191.2	161.4	117.5	245.4	347	417.5	164.9	213.4	88.7	150.9	318.2	311.2	141.2	163.7
245189_at	0.6	0.7	0.4	0.3	0.7	0.5	0.5	0.8	0.3	0.3	0.9	0.8	0.6	1.2	2.2	0.5	4.3	0.4
245190_at	28.9	36.6	40.6	30.5	37	38.2	38.9	39.1	38.6	39.4	39	36.7	44.5	40.9	53	31	55.9	47.4
245191_at	10.9	12.9	7.2	12.9	17.6	16.9	13.4	2.4	4.4	13.9	11.6	10.7	25.7	25.6	23.5	19.9	18.9	14.5
245192_at	2.9	0.8	1.4	0.4	0.4	0.7	4.5	4.7	2	2.7	1.7	3.1	0.9	4.9	0.8	1.3	1.1	0.8
245193_at	8.6	11.4	9.5	17.6	20.3	12.9	3.1	12	17.5	7.3	4.6	10.2	9.3	6.9	23.2	14.9	9.3	16.3
245194_at	30.7	32.5	33.4	20.7	27.3	36.5	26.6	28.5	18.6	26.8	28.9	26.4	20.3	23.8	31.8	28	36.2	33
245195_at	3136	3746.5	3447.6	3033.4	2543.2	3019.6	3227.8	2533.8	3129.3	3624.7	3691.6	3190.7	4052.3	4727.5	3731.6	3248.9	2241.3	2560.3
245196_at	155.3	232.6	156.1	191.2	126.2	128.8	128.9	157.4	209.9	139.6	211.4	154.8	106.6	214.5	139.6	217.9	130.9	150.7
245197_at	48.5	40	47.5	50.7	66.1	47.9	40.8	57.6	56.2	28.4	50.4	42	56.6	54.7	55.9	66.2	57	59.3
245198_at	1449.7	1397.8	1421	1415.2	1379.6	1467.5	1453.5	1431.8	1248.5	1356.4	1569.9	1492	1782.9	1347.9	1363.6	1489.9	1396.1	1293.7
245199_at	550.3	520.2	495.2	579.1	562.8	517	575.2	523.4	606.4	508.1	629.2	588.3	601.6	630	678.8	877.1	555	739.1
245200_at	77.8	69.2	73.3	72.3	83.9	79.7	68.9	80.8	91.7	75.3	76.4	97.8	99.4	91.1	76.9	106.2	101.1	113.6
245201_at	289.2	218.9	174.2	187.5	197.7	262.6	298.1	261.8	263.3	219.3	255.2	338.4	238.7	241.3	168.3	174	240.8	231.7
245202_at	38.6	27.7	34.8	45.3	49.3	48.5	39.3	57	54.5	47.6	35.4	57.2	36.5	36.3	47.9	46.4	57.6	46.4
245203_at	0.2	0.3	0.3	0.2	0.2	0.2	0.3	0.2	0.1	0.3	0.2	0.2	0.5	0.7	0.6	0.5	1.2	0.5
245204_at	0.6	1	1	0.8	1	1.2	0.6	0.6	0.5	0.7	1	0.5	0.9	1.7	1.2	1.8	2	1.1
245205_at	14.4	13.2	10.9	2.3	11	6.1	10.5	8.3	1.8	9.5	11.5	7.5	8.8	13.6	12.8	23	13.1	23
245206_at	46.8	62.9	63.8	69.3	73.4	50.4	54.2	78.7	82.8	63.6	64	69.8	42.5	59.1	57.4	57	58	65.4
245207_at	186.4	113.7	72.2	79.6	90.6	121.2	213.6	107.6	109.5	87.9	121.9	162.7	163.7	145.3	87.3	106.7	116.8	133.5
245208_at	3.3	12.7	11.4	11.4	15.4	9.1	12.6	10.2	10.9	10.7	14.1	5.4	17.1	21.6	37.7	15.2	15.3	10.4
245209_at	0.8	0.6	0.7	0.3	1.3	0.6	1	1.4	3.5	1.1	4.2	0.2	5.9	1	1.3	3.1	5.9	8.3
245210_at	39.2	47.8	35.1	33.7	36.5	40.7	43.5	37.8	40.2	42.4	37.4	45.4	42.3	61.7	43.6	41.2	77.4	64.4
245211_at	203.6	169.6	158	162.8	185.7	180.3	205.9	194.2	164.3	161.8	163.9	213.1	181.4	128.3	207.8	206	242.1	215.6
245212_at	2.1	2.5	0.8	6	3.7	1.8	4.3	7.2	7	1.3	3.5	1	1.1	1.5	7.6	11.5	2.3	1.6
245213_at	2551.1	2857	2720.2	2850.7	2506.7	2513	2743.8	2573.4	2992.2	2676.9	3194.3	2606.5	3915.4	4301.4	3817.2	3767.5	3271.2	3237.1
245214_at	0.8	1	0.8	0.5	0.5	0.6	1	1	0.2	0.5	0.2	0.2	0.3	0.6	1.1	10.4	6	0.6
245215_at	144.7	119.1	124.2	154.1	158.6	156.7	145.2	152.6	145	132.6	139.7	184.6	186.8	119.2	120.6	150.4	160.2	178.6
245216_at	171.1	154.9	123	127.8	130	129.8	186.8	238.5	194.6	151.3	161.5	215	155.3	167.3	122	147.4	150.2	131.5
245217_at	0.9	2.2	1.2	1.8	2	1.3	1.6	1.2	0.8	0.9	1.7	1.4	1.5	3.1	2.6	1.7	1.4	2.7
245218_s_at	149.6	98.3	93.1	133.1	105.7	126.1	126.5	200	175.5	103.6	117.2	197.4	105.7	106.3	107.1	106.8	117.5	123
245219_at	343.4	261.3	223.6	368.5	323.1	403.3	367.5	447.1	434.3	315	291.9	523.3	586.4	436.3	527.8	595.6	900.5	829.7
245220_at	0.2	0.6	0.4	0.2	0.4	0.6	0.3	0.3	0.8	1.1	0.3	0.2	1.1	0.7	0.3	0.4	0.4	0.4
245221_s_at	0.4	0.5	7.5	0.4	4.8	4.3	2.3	1.4	0.6	5.3	6.8	1.7	3.3	10	2	10.2	7.8	5.3
245222_at	0.4	0.5	0.5	0.4	0.5	0.5	0.4	0.4	0.4	0.4	0.4	0.8	0.7	0.9	0.7	1.5	0.8	0.7
245223_at	0.5	0.5	0.9	0.5	0.5	0.6	0.3	0.6	0.3	0.5	0.5	0.5	1.3	2.4	3.5	1.6	2.6	3.1
245224_at	6.4	8.5	8.3	1.6	9	8.1	5.2	5	5.7	1.3	10.2	1.2	18	15	17.5	6.9	19.7	18
245225_at	1	1.3	2.1	0.9	1.4	2.3	1.3	0.9	1.7	0.8	0.9	0.6	1.2	1.2	1.2	1.2	1.4	1.1
245226_at	6.4	7.4	7.1	6.6	3.7	9.5	1.6	1.9	0.9	4.6	4.1	3.8	1.5	17	6.4	2.9	17.3	8.2
245227_s_at	18.2	30.8	19.8	17.2	18.5	19.1	23.4	21.2	24.5	26.7	27.7	21.2	38.6	34.9	39.4	23.3	27.4	34.7
245228_at	19.8	14.7	10.1	16.2	19.2	11.6	13.6	14.4	9.2	8.8	14.1	9.9	24.5	17.6	7.2	8.1	11.6	7.6
245229_at	212.4	96.1	84.6	80.2	139.7	162.9	208.4	119.7	76.9	71.9	97.7	152.8	223.8	113.8	84.5	91.1	147.5	128.3
245230_at	11	9.2	7.7	7.4	9.7	8.2	3.5	8.4	16.6	12.7	9.3	15.9	11	9.1	12.5	9.1	5.9	12.6
245231_at	25.5	28.5	24.7	18.1	30.8	33.1	19.7	32.2	30	28.3	22.8	27.1	23.7	44.1	48.7	22	37.4	34.3
245232_at	0.5	0.6	0.5	0.5	0.4	0.6	0.4	0.4	0.5	0.4	0.7	0.3	1.2	0.9	0.9	1.7	0.6	1.1
245233_at	7.9	8.1	6.8	7.5	2.1	2.3	6.3	4.1	5.8	1	1.9	2	14.7	18.5	2.7	2.3	3.6	4.3
245234_at	3.8	2.6	9	2.7	5.3	5.5	1.8	3.4	0.9	1.6	4.9	6.5	3	17.7	16.2	6.4	3.9	11.9
245235_at	271.2	253	284.5	298.5	291.3	233.9	279.4	282.3	294.2	270.9	248.9	304.1	217.5	222	251.8	265.9	253.3	221.2
245236_at	19.4	31.1	33	25.6	36.8	23.2	23.1	18.7	20.9	25.5	26.8	20	27.8	31.4	28.8	43.2	34.9	25.6
245237_at	24.7	24.2	17.8	23.5	18.5	18.7	25.3	30.2	22.3	27.9	35.1	30.5	31.2	29.8	21.3	41.1	27.2	37.3
245238_at	563.5	575.2	598.9	472.4	457.1	499.5	557	476.8	468.4	451	511	530.4	577.3	596.5	570.1	447.5	406.4	460.7
245239_at	11.8	7.3	7.7	11.3	12.8	15.7	9.7	17.3	9.1	10.9	15.4	6.7	19.2	13.1	13.7	16.1	4.7	20.3
245240_at	2	4.1	3	2.1	2.3	2.6	2.4	2	1.7	1.9	2.4	1.8	2.9	15.2	8.3	19.5	2.6	2
245241_at	0.8	3	2.4	1.5	1	1.7	0.8	0.7	0.7	1.4	0.8	1.2	1	3.5	0.7	5.5	2.8	1.4
245242_at	1183.4	1231.1	487.7	236.8	90.7	634.5	1356.2	152	209.7	501.5	1228	593.5	1043.2	1089.2	331.3	122.9	108.6	405.2
245243_at	6.1	3	6.9	10	9.4	10.4	7.5	3.8	9.1	3.8	5.8	4.9	7.1	12.2	21.4	16.7	11.3	5.1
245244_at	80	77.9	95.2	65.9	70.3	70.7	56.9	40.8	57.5	42.9	44.9	46.5	89	67.1	74.8	51.5	69.7	53.6
245245_at	13.9	17.8	23.2	15.8	19.1	14.8	12	14	9.9	18.4	9.5	12.9	14.9	23.2	29.7	13.8	28.5	20.4
245246_at	0.9	0.7	0.9	0.7	0.7	1.3	0.8	0.7	0.4	0.8	1	0.7	1.3	1.1	1.1	1.5	1	1.2
245247_at	44.4	49.9	77.4	55.6	52.9	56.2	37.4	52.2	57.7	66.3	34.6	49.2	23.1	39.7	50.4	55.3	41.7	34.5
245248_at	87.7	78.8	72.5	76.6	82.3	79.1	101.6	77	67.1	79.3	74.9	67.8	97.4	91.6	86.2	63.3	95.2	88.3
245249_at	353.7	350.4	337.2	293.9	279.7	309.5	276	248.2	247.5	246.7	313.3	281.8	292	259.1	222.3	203	204.3	245.5
245250_at	0.7	0.7	1	4.2	12	4.9	0.5	6.2	0.5	1.4	0.6	1.6	1.5	0.7	2	1.8	2.1	4.1
245251_at	33.4	32.6	44.3	53.8	40.8	36.6	34	31.7	67.5	41	48.3	23.9	28.3	42.4	30.7	46.5	29.5	30.9
245252_at	7.3	1.7	6.7	6.4	11.3	9.8	5.8	11.6	5.8	1.6	2.6	4.1	4.1	2.5	2.7	10.3	7.4	12.7
245253_at	108.5	105.4	109.3	425.8	211.4	127.1	94.7	137	269.9	38.4	58.7	160.9	85.9	52.9	45	225.8	152.9	157
245254_at	187.1	325.3	258.4	224.7	287.6	196.5	159.2	182.7	216	185.7	224.5	174.1	167	230.5	188.4	196.1	189.5	236.4
245255_at	131.8	119.5	160.4	115.8	106.1	118.2	115.2	92.1	118.3	94.6	113.7	93.5	135.8	148.9	108.3	127.4	101.9	132.1
245256_at	25.3	30.1	33.9	32.1	33.1	28.1	28.2	45.9	33.6	41.5	31	34.3	41.2	38.9	34.2	32.5	50.5	39.5
245257_at	0.5	0.3	0.2	0.2	0.5	0.9	0.2	2	0.2	0.3	0.2	0.4	0.3	1.7	0.7	0.6	0.2	0.5
245258_at	0.9	0.6	0.9	0.9	1.2	1.7	0.7	2.4	0.5	1.6	1.1	0.8	1.3	1.9	6.1	5.2	6.9	1.2
245259_at	4.8	10.2	15.1	11.4	5.7	5.5	10	17	17.2	23.3	16.3	7.6	4.2	26	11.9	12.4	13.2	9.6
245260_at	117.7	143.5	136.3	144.8	137.8	122.8	144.5	137.6	142.6	128.6	118.4	134.7	136.2	158.3	130.7	166.3	147.4	116.8
245261_at	98.9	70	75.7	75.9	91.6	97.1	85.2	63.9	59	62.7	64.9	85.2	92.7	74.7	79.2	70.7	94.3	93.6
245262_at	20.1	18.8	28.2	14.1	43.9	27.4	16.7	37.9	19.1	19.5	16.2	19.8	19.7	27	22.1	16.4	32	33.3
245263_at	214.6	186.9	171	226.1	198.7	230.3	215.5	202.4	208.1	201.3	209.2	240.2	240.1	193.8	188.9	205.6	275.9	247.8
245264_at	152.7	66	31.8	12	62.2	113.9	164.3	54.6	13.7	39.1	60.7	75	110.5	37.7	26.9	12	46.9	56.1
