AFFY.ATH1	RNA_LD00	RNA_LD04	RNA_LD08	RNA_LD12	RNA_LD16	RNA_LD20	RNA_LD24	RNA_LD28	RNA_LD32	RNA_LD36	RNA_LD40	RNA_LD44	RNA_LD48	RNA_LD52	RNA_LD56	RNA_LD60	RNA_LD64	RNA_LD68	RNA_mean.level	RNA_max.level	RNA_phase	RNA_rhythm.pvalue
245028_at	57.2	65.5	53	56.4	42.4	68.6	47.1	58.9	60	60.7	55.8	74.2	38.6	63.5	65.4	59.8	53.4	56.1	57.5888888888889	74.2	0.2425219896447	0.720675547103958
245029_at	76.1	65	87.8	93.4	110.2	105.7	62.2	92.6	83	81.3	64.1	72.4	50.7	44.9	56.7	77.3	86.1	59.5	76.0555555555556	110.2	17.456271600266	0.221365335639049
245030_at	0.2	0.3	0.1	0.1	0.3	0.1	0.2	1	0.1	0.1	0.2	0.2	0.7	0.9	0.2	0.4	0.4	0.5	0.333333333333333	1	1.5760095383139	0.425179957716076
245031_at	15.2	25.7	23.7	20.3	25.9	26	26.6	24	25.4	29.5	21.7	16.1	17.1	36.4	21.3	32.9	31.7	24	24.6388888888889	36.4	1.8660385731516	0.425827243816713
245032_at	10.9	7.4	8.9	10.3	15.1	9.3	7.4	7.3	4.2	7.4	5.3	5.3	8.9	11.1	7.5	19.5	9.4	7.4	9.03333333333333	19.5	10.7174766651661	0.889859168281513
245033_at	0.8	5.8	2.2	3.4	2.4	1.9	1.2	2	0.9	1.1	1.3	1.3	2	7.4	1.8	9.1	3.3	1.9	2.76666666666667	9.1	8.5530171635815	0.613020791954505
245034_at	6.5	11.5	15.9	19	16.1	3.4	3.9	8.8	3.8	3.5	13.4	8.6	8.9	23.3	8.2	12.2	5	5.2	9.84444444444444	23.3	5.1287964914735	0.436956082836755
245035_at	78.3	104.6	86.3	197.9	89.9	135.8	70.1	71.5	165	64.6	66.8	64.6	147.6	285.9	155.3	308.8	174.4	203.3	137.261111111111	308.8	16.1509873167901	0.70418822789058
245036_at	0.5	1.7	5.9	0.9	1.2	1.1	0.7	1	0.7	1.6	1.1	3.2	7.5	6.6	3.2	8.9	10	1.1	3.16111111111111	10	7.8082513141407	0.56880113397512
245037_at	7.7	8.5	10.4	4.6	9	8.4	6.3	7.9	4.4	8.3	1	6.8	6.2	8.8	8.3	16.3	5	16	7.99444444444444	16.3	5.6789525479027	0.692017174359373
245038_at	15.3	25.2	117.3	60.6	65.8	38.1	1.8	33.6	64.5	164.7	11.2	21.7	16.5	51.2	116.1	75.8	54.6	34.6	53.8111111111111	164.7	15.3880352189676	0.0299817823367805
245039_at	88.6	113.5	104.4	87.7	96.2	109.5	88.7	99.5	98.5	105	103	75.1	106.6	122.7	107.3	90.4	107.1	119.7	101.305555555556	122.7	21.9999460159307	0.767987376394074
245040_at	6.7	6.6	17.4	3.2	2.6	14	3.2	2.9	14.5	17.6	18.5	7.9	4	11.1	4.4	7.1	3.1	8.5	8.51666666666667	18.5	14.0790540055177	0.658919994844074
245041_at	49.9	55.6	61.1	36.7	50.8	55.8	32.1	26.7	31.2	32.5	36.8	31.1	45.6	36.4	42.2	31	50.4	41.4	41.5166666666667	61.1	5.49973454206191e-05	0.771029892650245
245042_at	184.9	211.4	236.8	236	230.7	220.3	166.7	162.1	223.2	188.6	205.7	208.4	171.2	197.2	238.5	245.8	238.1	210.5	209.783333333333	245.8	19.1954032783335	0.00577825141353643
245043_at	171.9	90.4	93.6	77.2	121.3	144.7	129	98.1	68.8	76.9	84.6	115.7	104.6	67.8	68.3	74.1	90	87.3	98.0166666666667	171.9	22.9076501950569	0.00594806127558932
245044_at	3669.2	3351	3569.6	3688.5	3374.9	3677.9	3710.2	3659.2	3704.7	3814.2	3632.7	3972.4	6878.6	5313.6	5565.5	6444.3	7073.1	7092	4566.2	7092	20.1113829660773	0.931752084335844
245045_at	151.4	193.9	145.9	172.6	166.3	139.1	143.9	159.3	188.6	169.3	197.4	199.7	159.8	118.2	153.8	171.4	160.6	152.7	163.55	199.7	14.4216456234257	0.377179991549388
245046_at	211.4	126.4	263.3	275.5	268.3	251.8	204.8	267.3	247.5	273.9	125	292.7	165.1	132.7	243.1	211.3	270.2	252.3	226.811111111111	292.7	19.1550175019262	0.035968586629089
245047_at	482.7	322.9	283.4	299.7	347.4	334.7	564.1	366.2	445.5	588	494.7	422.6	1822.6	1655.3	1374.1	1265.9	1887.3	1833.3	821.688888888889	1887.3	20.4460729815685	0.705266327071451
245048_at	1446.3	1467	1143.4	1460.2	1582.9	1499.5	1965.2	1398.3	1266.8	1656.6	2061.6	1059.1	1431.9	1804.2	1148.1	1126.3	1492.8	1578.6	1477.15555555556	2061.6	2.8474716505722	0.399901183843097
245049_at	273.6	366.1	259.2	270.5	301.8	244.2	318.2	216.4	229.2	272.7	314.8	175	393.8	571.4	403.5	279.3	402.8	415.5	317.111111111111	571.4	14.5250634344956	0.880685328924832
245050_at	1595.1	1565.2	1391.6	1263.7	1219.8	1236	1757	1148.7	1261.1	1377.1	1458.4	1088	4729	4605.6	3219.9	887.2	3839.4	4032.9	2093.09444444444	4729	17.8847106022146	0.392427628134292
245051_at	128.8	29.3	49.8	68.8	94	122.4	122	103	42.9	37.6	35	77.4	150.8	52.5	42.7	53.5	108.8	156.7	82	156.7	23.1235381743327	0.00915733313559766
245052_at	30.6	76.6	139.6	173.1	84.3	40.3	25.1	73.5	116.6	167.3	51.3	36.8	19.7	84.3	173.5	137.2	66.3	42	85.45	173.5	10.6624842498143	0.00142287701355868
245053_at	1.9	4.8	6	8.7	3.4	4.6	1.9	2.5	0.9	2.4	2.3	5.1	4.1	4.4	13.9	15.8	6.9	3.5	5.17222222222222	15.8	11.4324089394164	0.511781011874665
245054_at	35	52.4	46.7	46.7	42.1	47.5	36.3	46.3	33.9	43.5	45.3	37.2	35.6	40.3	52.4	45.7	56.9	48.1	43.9944444444444	56.9	10.6946377998216	0.347009806532515
245055_at	31.3	21.4	19.7	21.2	16.9	29.5	22.4	28.5	21.1	22.7	20.8	23.9	22.5	31.1	13.3	9.9	21.9	36.8	23.05	36.8	1.2869055016888	0.041321570687674
245056_at	5.6	13.8	25.7	20.3	11.1	14	9.4	11.1	11.9	13.3	10.1	14.8	21.2	25.2	24.9	45.9	12.7	11.9	16.8277777777778	45.9	8.6482944653602	0.14763530167048
245057_at	1.7	3.5	3.9	1.9	2.4	1.9	3	5.3	1.6	6.4	1.9	4.9	10.4	5.8	2.2	12	4.7	4.7	4.34444444444444	12	5.7264800877905	0.843020876782875
245058_at	0.7	1.1	0.7	1.1	1.3	1.2	0.9	0.9	0.7	1.2	1	0.6	1.2	7.3	0.8	1.7	1.9	2.1	1.46666666666667	7.3	10.2018792830779	0.105218135228791
245059_at	129.7	73.1	90.7	79.5	90.8	107.6	133	99.2	136.6	86.6	83.6	132.3	142.5	105.5	69.6	100.3	67.2	96.6	101.355555555556	142.5	24.927500619334	0.066387391223219
245060_at	423.4	332.8	220	324.3	383.6	323.1	323.1	405	367.7	171.2	260	388.7	553.1	395.9	336.5	538.4	579.7	530.2	380.927777777778	579.7	0.513786342773901	0.400069062076181
245061_at	3381.6	3363.9	3156.2	2897.2	2816.6	3143.8	3692.3	3065.8	2942.8	3244.4	3765	3848.4	7780.1	7380.1	4827.4	4581.1	5751.5	7226.8	4270.27777777778	7780.1	18.104394545307	0.843278834575785
245062_at	144.3	120.9	124.7	135.2	141.9	147.5	125.2	156.9	128.5	128	165.6	155	118	112.6	119.1	111.3	149.7	146.1	135.027777777778	165.6	14.3469914618528	0.0322127904534635
245063_at	54.6	90.5	76.7	96.8	73.9	46.9	60.1	69.8	82.9	78.9	75	65.8	22.7	64.4	64.1	42.6	42	40.9	63.8111111111111	96.8	4.63455627337291	0.0858239911451887
245064_at	21.8	18.3	34.7	39.3	33	28.9	9.5	20	24.7	32.2	22.3	17.7	17.4	26.6	36	35.6	40.1	28.9	27.0555555555556	40.1	19.9987702369771	0.00613448250078867
245065_at	129.2	163.2	145.3	163.5	168.4	151.4	125.7	153.9	152.1	140.3	132.7	160.6	154.4	171.2	189.3	206.2	170.7	156.6	157.483333333333	206.2	13.1263496604099	0.307470475393587
245066_at	109.2	135.3	131.4	125.2	118.5	110	118.7	106.8	124.4	116.4	125.2	105.3	147	169.3	156.6	157.5	123.6	148.2	129.366666666667	169.3	12.5771200694826	0.404313933539524
245067_at	349.3	319.7	355.5	372	380.3	386	354	375.3	372.9	332.4	339.2	367.8	335	326.2	286	387.5	341.6	370.5	352.844444444444	387.5	21.2422132382216	0.370710042727512
245068_at	1.6	2.8	2.1	1.6	1.4	0.8	1.4	1.5	1.2	1.3	1.8	1	1.8	4.4	14	13.9	4.8	2.2	3.31111111111111	14	9.0293589611789	0.324966502580398
245069_at	0.4	1.3	1.9	0.7	0.5	0.9	1.3	1.5	0.5	1	0.9	0.3	1.9	1.8	0.7	4.7	0.6	0.7	1.2	4.7	16.048938179316	0.0840429219070604
245070_at	1.1	1.2	1.2	1.3	2	2.5	2.2	0.9	1.4	0.8	1.9	3.3	0.9	0.7	1.3	2.1	1.8	1.7	1.57222222222222	3.3	19.203739113317	0.0787870282048766
245071_at	3.6	7.3	12.9	5.5	5.7	1.7	5.2	5.4	3.1	10.3	9.5	3.6	1.1	5.9	2.1	4.8	5.5	2.6	5.32222222222222	12.9	10.9668503517302	0.201390776927281
245072_s_at	15.1	9.8	3.9	6.8	1.5	11.3	9.1	7.9	1.2	7.3	11.8	6.5	14.7	12.3	0.9	1.8	1.1	3.9	7.05	15.1	19.1179277626794	0.0441981867329593
245073_at	1.8	2.4	1.1	1.8	5.2	4.9	2	5.5	4.4	9.1	6.6	0.7	5	1	1.4	3.1	1.5	9.1	3.7	9.1	9.3072587012697	0.487224716468724
245074_at	48.7	79.8	33.6	85.5	37.3	82.1	27.8	52	101.4	82.9	33.7	47.1	87.9	92.5	77.5	79.8	39.8	52.7	63.45	101.4	5.1127662205335	0.220509851804397
245075_at	15.2	25.4	15	22.4	8.1	11.3	15.3	14.5	25.5	17.5	18	15.9	14	15.8	3	15.4	3.1	9.4	14.7111111111111	25.5	12.6255772265859	0.18119859530359
245076_at	16.1	24.6	12.2	12.4	11.9	7.4	13.9	5	8.9	18.8	33	10.8	6.5	13.3	22.4	3.5	18.9	14.2	14.1	33	17.1747865861975	0.86120197563016
245077_at	7.8	10.8	3.6	6.8	12.7	6.6	2	5.4	5.6	5	4.8	6.5	19.7	6.9	12.6	29.2	12.8	4.1	9.05	29.2	11.0099254256063	0.921032481562826
245078_at	49.2	80.8	99.9	187.1	77.6	74.1	60.7	63.3	187.4	96.1	76.2	78.6	49.1	91.6	74.3	134.1	90	83.9	91.8888888888889	187.4	16.5285663767866	0.00120770904957441
245079_at	14.7	20.7	23.7	23.8	27.1	18.9	19	29.1	15	13.3	12.5	18.5	32.8	39.7	25.3	39.1	42.8	40.8	25.3777777777778	42.8	16.3967827102394	0.910407448460407
245080_at	13.6	12.4	12.8	16.5	13.7	11.6	11.7	20.1	14.9	12.3	13	7.8	19.2	5.8	30.6	15.5	29.2	22	15.7055555555556	30.6	24.4773992851777	0.887212776131812
245081_at	10.9	16.2	10.6	4.9	12.2	15.1	17.8	6.2	9.7	11.2	12.5	6.3	23.3	13.6	12.7	12.7	2.3	8.8	11.5	23.3	23.9745966315667	0.242487243009297
245082_at	9.5	3.5	2.3	7.7	9.6	8.9	1	7.2	1.2	2.1	3.3	2	2.4	6	19.7	3.7	9.6	5.1	5.82222222222222	19.7	9.32470149334815	0.786512032269986
245083_at	252.7	132.4	174.5	141.9	188.5	198.5	212.4	169.7	121.1	133.5	124.5	159.2	129.9	77.9	83.8	97.5	82.1	120.1	144.455555555556	252.7	22.5758029633055	0.23847353367394
245084_at	60.7	30.1	38	25.9	45	43.8	44.1	35.6	14.2	25.3	30.6	31	25.1	22.9	36.3	15.8	25.2	35.4	32.5	60.7	7.22291370065787e-05	0.123623391378448
245085_at	373.9	406.1	477.6	489.4	396.6	342.7	479.2	465.4	556.6	538.9	493.6	480.4	514.4	550.1	723	758.9	571.1	538.5	508.688888888889	758.9	12.3690063909413	0.124932480291528
245086_at	1.8	0.4	3.7	2	2	2.3	2.1	2	1.5	1.7	1.9	1.1	1.3	0.4	7.1	8.4	2.8	0.8	2.40555555555556	8.4	16.4704710323727	0.406711939302169
245087_at	29.2	24.3	9.7	27.1	26.1	20.9	26.4	19.1	26.2	21.2	21.4	25.9	32.2	38.1	48.7	30.5	45.8	50.6	29.0777777777778	50.6	20.5565991245885	0.80288087089829
245088_at	84.4	158.2	129.2	121.4	64.1	56	101.5	77	141.6	131.9	173.5	100.6	100.2	211.6	156	120.3	103.2	86.3	117.611111111111	211.6	2.4455211257273	0.0463716058847361
245089_at	49.8	56.3	55	54.4	77	59.1	42.3	51.8	46.5	43.9	42.4	57.3	29.4	47.4	31	35.7	36.8	39.3	47.5222222222222	77	13.2856894287189	0.941073501732754
245090_at	52.7	38.5	32.4	26.6	30.6	39.9	45	35.4	23.3	25.7	35.9	36.5	114.9	67.3	63	47.9	53.9	74.1	46.8666666666667	114.9	7.5850231978311	0.397685802958644
245091_at	2.5	11	6.1	2.2	6.9	3.2	2.4	2.4	2.1	6.4	2.7	5.6	4.2	4	2.6	12.6	3.7	3.5	4.67222222222222	12.6	7.5640815921838	0.640975699498144
245092_at	45.1	49.1	53.4	67	55.6	56	53.2	62.3	62.1	45.2	50.7	46.5	66.6	50.4	59.7	85.4	62.5	56.7	57.0833333333333	85.4	18.7218329115396	0.435202039753494
245093_at	58.3	56.1	73.5	63	76.4	72.9	65.1	70.3	48.9	61.6	56	56.6	43.6	48.8	54.1	58.1	57.1	60.5	60.05	76.4	16.8043949824609	0.674617879465762
245094_at	154.1	751.9	990.6	1033.4	396.5	287.3	155.6	416.8	1043.2	1081	687.3	349.4	94.8	497.2	820.8	662.1	322.8	292	557.6	1081	9.062401246116	0.000744171460746435
245095_at	23.8	14.2	2.6	2.7	5.2	16.1	24.6	16.7	17.1	7.4	12.7	23.6	9	14.5	2.7	4	1.7	9.6	11.5666666666667	24.6	2.0606315233394	0.004045136169954
245096_at	627.6	760.9	604.5	386	502.3	679.1	440.2	346.2	362.9	498.5	590.7	329.4	560.6	701.2	538.8	379.3	426.1	615.1	519.411111111111	760.9	5.7243795724668	0.428613381431533
245097_at	85.4	81.3	97	73.1	93.2	93.2	85.8	87.5	81.6	80.3	70.6	83.5	114.9	89.2	84.2	126.4	109.1	104.5	91.1555555555556	126.4	18.6303612478251	0.614103245334051
245098_at	129.4	99.8	107.7	82.2	148.7	117.2	108.1	133.9	115.4	130.6	95	99.8	162.1	120.1	124.7	110.9	109.2	144.9	118.872222222222	162.1	24.3122651891262	0.495750390222735
245099_at	116.2	122.5	112.7	200.6	111.4	93.1	113.5	111.6	152.9	102.1	95.9	113.2	139.6	136.6	122.4	184.6	110.3	124.6	125.766666666667	200.6	13.4316884023321	0.270992677404857
245100_at	40.8	42.7	40.9	44.5	37.9	45.1	41.9	64.2	52.1	46.8	51.1	57.3	30.1	43.3	36.1	38.7	37.2	50.7	44.5222222222222	64.2	9.3647874550889	0.896941258354064
245101_at	305.7	223.4	206.1	155	236.3	260.2	326.8	278.6	169.4	163.5	247.1	295.7	258.7	230.9	160.8	162.1	255.4	251.5	232.622222222222	326.8	0.631130869260502	0.00184092494594623
245102_at	4.4	2.3	0.7	3.3	1.3	3.6	4.8	0.7	0.8	1.2	0.7	1.5	7.3	6.5	3.8	8.2	8.8	1.3	3.4	8.8	5.49973454206191e-05	0.803307927925614
245103_at	1.6	8.7	5.4	1.3	2.1	0.8	2	9.3	0.3	6.5	2	1.4	3.4	15.1	7.7	14.3	13.1	15.5	6.13888888888889	15.5	17.9999460159307	0.484069533813095
245104_at	117.7	152.6	190.9	140.8	164.2	151.5	110.9	83.2	123	113.7	107.2	95.1	133.2	172	135.2	159.2	197.9	135.3	137.977777777778	197.9	9.35015476836918	0.60148570865669
245105_at	10.9	7.3	8.8	5.9	10.2	11.6	8.8	10.2	2.3	6.5	8.5	3	21.4	16.7	18.7	21.7	13	11	10.9166666666667	21.7	7.5499759447869	0.788669670165042
245106_at	84.4	146.4	111.7	103.4	97.4	90.6	105.8	90.8	110.1	128.3	167.2	71.3	60.4	103	73.9	73	57.2	67.6	96.8055555555556	167.2	8.9638289628996	0.436753707538544
245107_at	0.5	0.8	0.5	0.6	0.6	0.5	0.6	0.5	0.6	0.7	0.6	0.5	0.7	0.8	0.7	2.2	1.1	0.6	0.727777777777778	2.2	13.9881329184271	0.607969447068164
245108_at	0.8	0.9	1.3	0.7	0.6	1.4	0.6	0.9	0.5	0.9	0.9	0.8	1.1	4	0.8	2.2	1.3	1.8	1.19444444444444	4	12.5646467345003	0.628682651280498
245109_at	29.4	38.6	26.8	22.6	18	20	31.9	41.3	31.9	37.9	41.6	31.8	35.1	53	29.2	22.4	29.8	40.8	32.3388888888889	53	20.7620960194123	0.219487457181832
245110_at	6.4	7.8	2.9	1.8	2	1.5	4.8	3.8	5.7	4.6	2	6.3	9.3	2.7	6	1.3	1.8	2.2	4.05	9.3	19.9590639031255	0.0647990818793368
245111_at	1.2	1.3	0.8	0.9	1.7	1.3	0.8	1.5	2.3	0.7	1.1	0.9	1.8	2.1	1.2	5.9	3	1.2	1.65	5.9	1.5702611875118	0.804167945826456
245112_at	73.2	113.3	106.6	80.6	84.8	80.4	79.1	87.5	87.9	142.8	164	98	88.4	163.3	156.9	103.3	107.1	87.3	105.805555555556	164	3.2944389423302	0.306330081971175
245113_at	7.1	10.3	3.3	2.5	10.6	3	6.8	1.6	1.7	2.2	5.9	5.2	6.7	5	5.8	3.6	4.6	2.8	4.92777777777778	10.6	0.5045945314845	0.400315562504265
245114_at	254.2	209.5	181	174.1	186.1	234.9	250.7	200.8	167.9	179.4	190.1	185.8	248.7	188.3	181.7	185	202.5	219.4	202.227777777778	254.2	23.6830779126807	0.00177124206183613
245115_at	607.2	672.5	722.7	1010.2	715.1	675.2	528.7	626.7	768.6	684.3	607.6	647.2	648.7	635.5	622.4	867.3	618.8	613.1	681.766666666667	1010.2	12.3287226412287	0.000718887609431084
245116_at	167.7	100.3	117.9	134.6	133.4	153.5	154.5	140.5	124.6	123.6	120.5	119.6	128.1	103.9	102.3	111.6	145.8	141.7	129.116666666667	167.7	0.264162239502703	0.0734124581989862
245117_at	361.5	159.8	181.4	131.3	286.2	439.5	353.3	422.2	108.3	233.3	158.9	350.8	411	196.4	211.6	167.5	518.1	509.1	288.9	518.1	0.521795956868601	0.0306680287535464
245118_at	646.7	680	636.1	664.1	718	677.3	776.9	810.3	728.4	798.5	853.8	836.2	762.4	779.6	656.3	670.7	734.3	754.1	732.427777777778	853.8	14.4680178031258	0.369304670986084
245119_at	8.5	8.5	5	6.1	10	11.1	3.9	5.9	1.2	7.2	3.5	7.2	9.2	16.7	2.5	6.5	4.1	7.7	6.93333333333333	16.7	24.1846549560298	0.331322532033586
245120_at	73.3	72.3	51.1	55.7	43.9	65.7	76.6	57.9	74.1	68.2	74.2	66.3	68	69.3	80.9	86.9	75.4	85.3	69.1722222222222	86.9	21.9999460159307	0.866470641242919
245121_at	935.3	1159.7	1138.3	1226	1208	1019.8	1108.1	1226.2	1244.4	1290	1347.7	1288.8	904.3	1082.9	935.7	1189.1	1139.3	990.6	1135.23333333333	1347.7	11.6040107741469	0.0821593818238093
245122_at	157.7	79.7	69.9	77.6	129.5	149.5	152.9	133.4	79	65.2	76.1	127.5	244.7	85.5	82.8	68.6	166.9	167.2	117.427777777778	244.7	23.5336376648284	0.0150676932036305
245123_at	811.3	511.3	317.9	224.4	296.4	525.7	1043.6	437.1	398.5	442.4	677.9	799.7	624.3	458.4	321.1	251.7	357.6	508.4	500.427777777778	1043.6	19.9319317248313	0.0231740617632649
245124_at	166.5	204.3	187.6	231.6	239.3	200	156.7	209.9	214.8	193.4	202.4	191.3	214	208.6	157.3	241	239.1	186.5	202.461111111111	241	18.6645985839065	0.146196439519973
245125_at	1.1	1.4	2	4.3	1	1.1	1.8	0.5	0.8	3	6.7	0.7	2.3	2.8	2.5	8.3	5.4	3.1	2.71111111111111	8.3	19.7149075771371	0.0164135582820551
245126_at	0.7	10.2	7.4	0.9	9.5	7.8	5.9	8.5	3.3	1.3	5.4	2.2	7.7	22	11.3	1.4	1.9	4.7	6.22777777777778	22	17.1371703112387	0.248147394703337
245127_at	173	186.3	233.5	194.8	210.6	177.2	110.3	195.7	194.5	202.1	149.8	150.7	180.2	185.4	238.8	196.8	216.6	216.3	189.588888888889	238.8	18.1829844540027	0.0730491048442782
245128_at	0.5	0.1	0.1	0.4	1.3	0.2	1.7	2	0.2	1	0.3	0.2	0.4	0.3	0.6	0.2	6.5	5.1	1.17222222222222	6.5	0.7802727075013	0.832360436927447
245129_at	1.8	2.3	4.2	7.2	7.7	4.9	1.6	16.2	20.4	18.4	3.9	17.2	2.7	1	18.3	23.5	7.9	10.4	9.42222222222222	23.5	8.8756961854879	0.104344099788876
245130_at	116.3	139.5	128.2	140.2	142.4	118.9	111.4	158.1	160.6	141.2	172.1	142.9	53.3	98.3	89.3	107.6	115.1	91.6	123.722222222222	172.1	7.0016509377692	0.400886275149668
245131_s_at	106.3	84	82.4	86	108.6	87.6	115.5	66.8	79.1	67.8	94.7	88.6	90.1	82	68.5	59.8	65.7	113.3	85.9333333333333	115.5	7.50273932550192	0.031352592599196
245132_at	64.9	65.2	63.3	52.2	61.3	70	69.7	51.2	53.9	50.8	56.1	43.2	78.1	74.8	59.3	65.7	73.6	69.7	62.3888888888889	78.1	7.06856276853966	0.152836723040213
245133_at	48.5	54.9	46.5	37.5	47.5	47.2	47.9	41.4	49.6	46.2	57.9	37.1	56.6	62.1	50.9	54.4	45.7	57.8	49.4277777777778	62.1	10.3256095356282	0.754519341884509
245134_s_at	182.7	97.1	94.6	102.8	163.2	191.6	186.9	155.9	118	92.1	93	185.6	85.3	35.7	40.1	63.2	90.8	82.3	114.494444444444	191.6	23.5619272534603	0.0970474821510914
245135_at	0.9	1.3	0.7	1	1.3	1.1	0.9	1.8	0.7	0.4	1.3	0.7	1.5	1.1	0.9	3.2	1.2	3.4	1.3	3.4	22.4930979225222	0.464243273620522
245136_at	0.8	0.9	0.9	0.8	1.4	0.8	0.6	0.6	0.6	0.6	0.8	3	1	1.1	1	1.4	1.5	1	1.04444444444444	3	23.8216480880042	0.342765862416948
245137_at	14.8	18.7	14.3	18.3	12.1	19.9	9.7	23.3	15.2	24.8	19	22.9	22.6	16.4	23.3	19.8	11.3	25.1	18.4166666666667	25.1	19.9268739802052	0.922988766522182
245138_at	115.4	112.7	68.8	56.3	75	104.3	94.3	68.2	50.1	64.1	131.8	101.6	139.1	82.8	62.8	64	79.4	82.8	86.3055555555556	139.1	21.0271662055039	0.025661616409036
245139_at	17.9	26.9	19.5	14.1	22	20.4	12.8	16.9	14.6	13.6	12.8	14.9	18.8	17.9	17.6	32.5	16.6	32	18.9888888888889	32.5	5.49973454206191e-05	0.807056678757038
245140_at	1.6	10.8	10.4	7	1	2.1	0.8	3.4	5	8	2	0.4	3.5	2.4	3.6	8.7	1.3	1.5	4.08333333333333	10.8	1.7304600415209	0.0300899925793816
245141_at	54.8	44.1	29.3	31.2	32.5	41.8	39.2	49	30.6	34.3	35.3	28.1	40.3	45.8	27.4	30.7	39.9	39	37.4055555555556	54.8	0.420073806328499	0.0382994141950696
245142_at	94.7	101.8	117.4	86.1	106.3	100.9	100	98.7	108.5	132.2	120	130.3	115.7	131.4	171.1	147.2	132.4	142.7	118.744444444444	171.1	15.9672188438891	0.524687182423656
245143_at	48.1	45.4	33.5	49.6	66.9	44.2	48.6	23.9	34.9	38.6	28.8	25.1	33.1	29.7	25.6	47.3	27	34.4	38.0388888888889	66.9	11.5823548760911	0.821355265460096
245144_at	131.9	196.6	182.6	186.1	185.1	150	146.3	157	186.4	174.3	178	149.7	151.3	195.4	195.6	192	164.3	134.8	169.855555555556	196.6	4.80901173922319	0.0120129780002675
245145_at	128.6	166.3	166.8	188	164.4	156	167	179.2	222.2	149.5	182.1	142.2	140.5	145.3	134.5	230.1	151.6	159.6	165.216666666667	230.1	6.2995982043225	0.0753908667027551
245146_at	154.6	133.2	133.9	132.7	153.7	164.7	140.8	157.5	102.4	123.4	118.4	127.5	154.7	162.1	156.2	144.4	154.5	167.1	143.433333333333	167.1	15.0491363624906	0.243545564741598
245147_at	15.7	10.7	14.8	22	17.3	14.6	18.4	22.8	30.6	21.5	12.9	25.9	35.8	24.4	25	20.6	30.6	19.7	21.2944444444444	35.8	5.8950001811305	0.80833741761283
245148_at	2.1	2.8	4.3	2.3	2.1	3.9	6.6	3.4	1	2.6	2.7	1.2	3.6	6.9	3.2	3.3	5.7	2.2	3.32777777777778	6.9	21.2607393439608	0.690270846412736
245149_at	20.5	26.4	18.3	23.6	3	16.1	28.3	16.7	12.2	21.2	28.7	9.6	34.8	48.8	19.9	25	31.9	20	22.5	48.8	6.9191308236696	0.791845599989042
245150_at	401.4	400.3	431	521.3	428.1	383.6	356.4	539	534.8	456.4	415.3	618.7	347.6	369.8	342.4	433.9	394.2	352.1	429.238888888889	618.7	12.4733537095667	0.1309694596796
245151_at	9.1	7.5	9.5	5.5	10.3	8.6	7.8	7.1	7.3	9.6	8.9	4.7	10.3	11.6	12	2	14.2	11.6	8.75555555555555	14.2	18.5450701831021	0.8535612453564
245152_at	367	233.6	77.7	80.4	97	252.8	381.8	91.3	73.7	73.9	244.1	203.1	333	137.8	66.4	70.2	74.4	153.2	167.3	381.8	19.9376805264286	0.00635346634457413
245153_at	0.1	0.5	0.3	0.3	0.2	0.3	0.3	2.7	0.3	0.1	0.4	1.2	4	0.9	0.9	2.5	1	0.3	0.905555555555556	4	1.7305090139758	0.925031080108493
245154_at	12.8	15.8	12.3	12.2	19.1	11.8	7.6	2.5	13.5	10.4	11.2	7.4	7.7	12.4	3.9	8.3	21.9	5.3	10.8944444444444	21.9	15.0038313269393	0.503124155638871
245155_at	711.7	1076.2	652.9	439.2	446	628.7	722.3	458.7	471.4	697.4	920.8	572.2	671.5	919.3	509.6	478.4	340.4	444.7	620.077777777778	1076.2	19.9610219906543	0.0801238271578805
245156_at	54.7	52	36.7	32.6	48.7	39.7	69.1	79.8	60.9	44.6	43.8	66	44.9	31.5	19.4	18.4	33.4	44.4	45.5888888888889	79.8	6.2580582773748	0.112580762358145
245157_at	0.7	0.6	1.3	0.4	0.3	0.3	0.8	0.2	0.2	0.2	0.3	0.3	1.2	2.8	4.3	0.8	1.5	0.9	0.95	4.3	7.1307849542236	0.812493009792538
245158_at	2.2	2	3.5	3.4	4.4	3.2	1.6	6.2	1.3	3.3	0.9	0.3	1.6	10.4	2.4	1	1.4	8.8	3.21666666666667	10.4	19.1907950105085	0.795663593971215
245159_at	4.8	7.1	8.2	1.4	1.8	7.2	7.5	1.1	4.1	6.2	3.9	0.7	1.9	7.5	17.5	3.9	15.8	2.4	5.72222222222222	17.5	5.49973454206191e-05	0.538134567359345
245160_at	0.6	0.8	0.4	0.7	0.5	0.6	0.4	0.4	0.4	1	0.4	0.7	0.9	1.1	1.5	1.1	1.6	7.7	1.15555555555556	7.7	17.9999460159307	0.704861517919279
245161_at	15.9	19.8	23.7	11.2	18.6	14.6	20.1	19.4	9	19.8	28.1	11.9	23.4	13.7	26.2	19.4	23.1	15.4	18.5166666666667	28.1	3.1726467906499	0.845035443567271
245162_at	1.8	0.8	3.1	1.4	7.9	1.2	0.5	0.9	1.6	0.4	1.4	0.6	0.8	1.2	7.4	16.6	2.6	2.4	2.92222222222222	16.6	13.8229978172222	0.635011721271722
