ID	LD00	LD04	LD08	LD12	LD16	LD20	LD24	LD28	LD32	LD36	LD40	LD44
AT2G47610	2214.65	2110.15	1604.42	1923.67	2595.99	2418.8	2069.75	1813.22	1781.39	1948.1	1663.16	2618.93
AT2G47420	312.85	57.69	94.76	132.86	268.58	300.19	355.29	80.49	95.42	153.21	256.72	241.57
AT2G47450	1058.92	1020.01	786.01	592.56	694.29	1055.05	1402.49	1081.01	898.66	636.78	514.22	1012.4
AT2G47580	351.45	419.92	269.94	452.33	391.97	340.34	339.58	441.96	439.28	434.19	372.99	391.44
AT2G47430	5.6	5.32	5.21	5.73	6.28	4.66	4.72	5.07	5.4	4.54	4.67	3.75
AT2G47460	4.93	4.81	5.53	6.14	5.37	5.24	4.4	3.77	5.54	5.2	5.2	5.34
AT2G47600	117.63	119.24	207.37	305.2	201.41	119.23	102.26	194.4	251.26	254.34	180.31	138.92
AT2G45380	5.51	6.4	5.58	5.56	5.47	4.83	4.5	6.28	6.47	5.02	5.55	7.22
AT2G45350	5.02	5.42	4.75	8.38	4.12	5.29	4.56	4.81	4.94	6.19	5.25	5.05
AT2G45340	72.82	191.89	150.47	163.17	174.4	83	74.7	161.92	208.21	167.92	101.72	91.78
AT2G45320	21.23	29.61	24.46	20.3	17.85	17.56	21.03	35.01	32.27	17.38	27.12	17.27
AT2G45310	10.08	11.33	8.38	8.75	16.63	13.77	10.51	9.72	11.42	10.38	10.27	9.54
AT2G45210	14.11	15.82	34.07	9.34	52.63	12.1	18.41	17.92	20.26	21.68	68.09	22.35
AT2G45460	13.93	13.93	11.24	10.63	23.26	14.87	13.23	10.17	11.2	17.08	17.73	18.28
AT2G45460	13.93	13.93	11.24	10.63	23.26	14.87	13.23	10.17	11.2	17.08	17.73	18.28
AT2G45460	13.93	13.93	11.24	10.63	23.26	14.87	13.23	10.17	11.2	17.08	17.73	18.28
AT2G45460	13.93	13.93	11.24	10.63	23.26	14.87	13.23	10.17	11.2	17.08	17.73	18.28
AT2G45190	209.71	271.8	177.95	98.63	120.75	165.27	201.02	352.63	458.1	120.89	122.87	168.21
AT2G45190	209.71	271.8	177.95	98.63	120.75	165.27	201.02	352.63	458.1	120.89	122.87	168.21
AT2G45430	15.63	26.81	32.3	13.93	11.62	13.3	34.65	25.08	19.7	16.34	16.32	11.93
AT2G45420	4.4	4.06	5.07	4.21	4.97	4.92	4.78	4.8	5.03	3.6	3.44	4.27
AT2G45400	218.88	175.45	187.02	103.25	100.44	88.45	102.05	235.27	127.56	132.76	116.1	133.38
AT2G45400	218.88	175.45	187.02	103.25	100.44	88.45	102.05	235.27	127.56	132.76	116.1	133.38
AT2G45400	218.88	175.45	187.02	103.25	100.44	88.45	102.05	235.27	127.56	132.76	116.1	133.38
AT2G45400	218.88	175.45	187.02	103.25	100.44	88.45	102.05	235.27	127.56	132.76	116.1	133.38
AT2G45270	67.55	75.49	28.04	52.61	23.5	45.31	69.1	67.19	63.07	41.95	35.65	78.91
AT2G45450	44.24	31.11	29.72	37.56	48.36	35.47	39.62	37.15	23.86	45.32	59.32	43.1
AT2G45240	263.69	182.02	189.88	257.18	311	290.55	294.1	206.87	210.37	221.3	246.52	314.68
AT2G45240	263.69	182.02	189.88	257.18	311	290.55	294.1	206.87	210.37	221.3	246.52	314.68
AT2G45440	314.52	201.44	166.6	525.21	300.45	408.75	329.08	167.2	152.65	455.62	270.36	517.34
AT2G45200	169.22	128.79	135.36	191.54	132.97	167.31	145.7	189.27	184.1	171.67	177.39	214.24
AT2G45200	169.22	128.79	135.36	191.54	132.97	167.31	145.7	189.27	184.1	171.67	177.39	214.24
AT2G45280	15.81	7.83	6.16	9.61	16.16	16.49	21.3	8.63	6.36	12.49	15.81	26.92
AT2G45280	15.81	7.83	6.16	9.61	16.16	16.49	21.3	8.63	6.36	12.49	15.81	26.92
AT2G45220	54.55	46.9	98.11	17.82	27.08	27.02	52.83	27.59	19.46	6.95	9.28	15.08
AT2G47620	7.91	5.51	5.79	4.93	7.35	7.24	6.7	6.64	6.22	6.05	8.42	8.17
AT2G47620	7.91	5.51	5.79	4.93	7.35	7.24	6.7	6.64	6.22	6.05	8.42	8.17
AT2G47590	375.07	453.73	335.96	595.71	490.27	431.35	367.71	489.32	436.64	529.62	405.87	508.06
AT2G47550	5.03	5.67	8.05	4.56	5.68	4.73	9.89	4.29	5.56	4.41	4.15	6.39
AT2G47490	1026.94	358.26	39.63	28.64	80.2	490.69	877.43	383.74	65.05	27.52	147.14	493.4
AT5G12450	4.86	6.03	7.98	8.76	6.95	5.7	6.04	5.7	6.39	5.82	9.12	5.67
AT5G12460	5.94	5.79	4.84	5.79	6.13	4.91	5.09	5.84	5.74	4.67	4.2	5.06
AT5G12470	612.45	757.92	484.2	233.01	463.11	436.81	690.42	857.55	599.47	212.5	234	363.73
AT5G12480	143.32	97.3	117.15	78.9	70.19	111.35	85.11	92.37	73.49	102.39	79.68	94.87
AT5G12480	143.32	97.3	117.15	78.9	70.19	111.35	85.11	92.37	73.49	102.39	79.68	94.87
AT2G33160	5.14	7.64	4.88	5.75	6.11	4.44	4.89	4.82	5.74	5.19	5.87	4.83
AT2G33130	6.7	5.46	6.18	6.52	5.83	6.21	6.05	6.72	5.83	5.67	7.76	5.68
AT2G33100	4.08	3.85	3.88	4.23	5.58	4.19	3.87	3.97	3.89	3.71	4.82	3.74
AT2G33100	4.08	3.85	3.88	4.23	5.58	4.19	3.87	3.97	3.89	3.71	4.82	3.74
AT2G33080	5.77	7	6.59	7.64	7.3	7.83	5.77	6.44	6.77	6.12	6.83	5.63
AT2G33070	6.36	5.52	5.18	4.78	6.23	6.37	5.42	5.78	5.08	3.68	4.78	4.2
AT2G33070	6.36	5.52	5.18	4.78	6.23	6.37	5.42	5.78	5.08	3.68	4.78	4.2
AT2G33070	6.36	5.52	5.18	4.78	6.23	6.37	5.42	5.78	5.08	3.68	4.78	4.2
AT2G33240	4.03	3.57	3.88	4.76	3.52	4.36	3.72	3.29	3.28	3.49	3.6	3.23
AT2G33240	4.03	3.57	3.88	4.76	3.52	4.36	3.72	3.29	3.28	3.49	3.6	3.23
AT2G33240	4.03	3.57	3.88	4.76	3.52	4.36	3.72	3.29	3.28	3.49	3.6	3.23
AT2G33240	4.03	3.57	3.88	4.76	3.52	4.36	3.72	3.29	3.28	3.49	3.6	3.23
AT2G33240	4.03	3.57	3.88	4.76	3.52	4.36	3.72	3.29	3.28	3.49	3.6	3.23
AT2G33240	4.03	3.57	3.88	4.76	3.52	4.36	3.72	3.29	3.28	3.49	3.6	3.23
AT2G33240	4.03	3.57	3.88	4.76	3.52	4.36	3.72	3.29	3.28	3.49	3.6	3.23
AT2G33240	4.03	3.57	3.88	4.76	3.52	4.36	3.72	3.29	3.28	3.49	3.6	3.23
AT2G33230	7.31	6.77	6.41	7.07	5.35	7.16	7.97	6.3	6.68	6.27	7.64	5.9
AT2G33210	1140.74	534.86	374.99	746.88	677.15	867.68	1184.81	345.77	416.67	707.2	610.36	892.89
AT2G33210	1140.74	534.86	374.99	746.88	677.15	867.68	1184.81	345.77	416.67	707.2	610.36	892.89
AT2G33180	377.07	509.02	301.63	276.78	206.98	318.2	354.06	403.15	376.57	379.81	199.15	329.39
AT2G33170	35.66	24.57	18.37	33.1	30.4	43.48	56.95	22.1	15.74	29.1	39.77	67.2
AT2G33170	35.66	24.57	18.37	33.1	30.4	43.48	56.95	22.1	15.74	29.1	39.77	67.2
AT2G33150	1031.62	1134.68	2309.17	1951.62	1484.82	1626.64	1364.57	1467.77	1934.36	1958.76	1728.99	1480.74
AT2G33220	532.67	844.23	748.06	666.42	787.68	580.57	554.82	665.13	759.71	795.55	705.48	702.08
AT2G33220	532.67	844.23	748.06	666.42	787.68	580.57	554.82	665.13	759.71	795.55	705.48	702.08
AT2G47570	4.68	4.21	3.82	4.81	4.45	4.68	3.92	4.87	4.65	4.52	3.89	3.85
AT2G47560	6.07	11.44	5.24	3.97	5.5	4.03	5.74	7.25	6.02	5	4.02	4.41
AT2G47540	7.78	9.28	15.6	6.18	7.41	5.88	10.49	6.56	8.41	5.95	3.89	7.91
AT2G47520	4.33	3.93	3.64	4.72	4.11	3.74	4.26	3.93	4.16	3.66	4.19	4.02
AT2G47500	9.38	8.99	10.24	10.65	9.75	9.53	11.96	10.46	13.54	14.74	8.07	9.44
AT2G47500	9.38	8.99	10.24	10.65	9.75	9.53	11.96	10.46	13.54	14.74	8.07	9.44
AT2G47470	1079.09	1728.49	1042.84	1551.82	1250.52	1204.08	1276.63	1391.8	1505.75	1535.62	1337.76	1256.45
AT2G47470	1079.09	1728.49	1042.84	1551.82	1250.52	1204.08	1276.63	1391.8	1505.75	1535.62	1337.76	1256.45
AT2G47470	1079.09	1728.49	1042.84	1551.82	1250.52	1204.08	1276.63	1391.8	1505.75	1535.62	1337.76	1256.45
AT2G47470	1079.09	1728.49	1042.84	1551.82	1250.52	1204.08	1276.63	1391.8	1505.75	1535.62	1337.76	1256.45
AT2G47440	1370.65	991.21	810.25	758.77	576.62	888.27	1447.28	1112.73	711.39	872.87	723.71	602.03
AT2G47440	1370.65	991.21	810.25	758.77	576.62	888.27	1447.28	1112.73	711.39	872.87	723.71	602.03
AT5G12380	4.16	3.52	3.17	3.03	3.51	3.67	4.12	3.59	3.45	3.32	4.69	3.78
AT5G12390	156.42	171.79	246.31	136.16	154.93	165.77	101.56	130.94	173.38	169.19	165.15	214.36
AT5G12400	44.41	47.19	33.22	35.68	39.85	36.49	37.44	39.23	35.16	39.52	41.93	37.17
AT5G12410	113.88	73.1	69	75.29	88.59	99.52	132.87	78.95	91.25	73.54	88.55	115.51
AT5G12420	213.92	78.77	138.76	116.69	54.37	124.54	196.07	91.73	41.92	49.98	20.63	116.44
AT5G12420	213.92	78.77	138.76	116.69	54.37	124.54	196.07	91.73	41.92	49.98	20.63	116.44
AT5G12430	18.98	37.93	43.86	42.94	29.91	30.67	26.4	57.92	53.9	31.03	43.4	36.6
AT5G12440	18.26	17.03	23.23	15.6	17.71	18.21	23.62	18.11	33.81	28.84	25.93	27.75
AT5G12440	18.26	17.03	23.23	15.6	17.71	18.21	23.62	18.11	33.81	28.84	25.93	27.75
AT5G12440	18.26	17.03	23.23	15.6	17.71	18.21	23.62	18.11	33.81	28.84	25.93	27.75
AT5G12440	18.26	17.03	23.23	15.6	17.71	18.21	23.62	18.11	33.81	28.84	25.93	27.75
AT5G12440	18.26	17.03	23.23	15.6	17.71	18.21	23.62	18.11	33.81	28.84	25.93	27.75
AT5G12440	18.26	17.03	23.23	15.6	17.71	18.21	23.62	18.11	33.81	28.84	25.93	27.75
AT5G12440	18.26	17.03	23.23	15.6	17.71	18.21	23.62	18.11	33.81	28.84	25.93	27.75
AT5G12440	18.26	17.03	23.23	15.6	17.71	18.21	23.62	18.11	33.81	28.84	25.93	27.75
AT5G12440	18.26	17.03	23.23	15.6	17.71	18.21	23.62	18.11	33.81	28.84	25.93	27.75
AT5G12440	18.26	17.03	23.23	15.6	17.71	18.21	23.62	18.11	33.81	28.84	25.93	27.75
AT5G12440	18.26	17.03	23.23	15.6	17.71	18.21	23.62	18.11	33.81	28.84	25.93	27.75
AT5G12440	18.26	17.03	23.23	15.6	17.71	18.21	23.62	18.11	33.81	28.84	25.93	27.75
AT1G67790	4.42	4.77	3.95	4.63	3.96	4.36	4.75	3.77	4.13	4.23	4.29	4.52
AT1G67760	9.24	7.89	6.79	7.4	12.11	10.46	10.07	7.37	7.83	7.82	8.86	7.78
AT1G67710	11.99	14.92	15.96	10.56	10.99	9.06	13.35	12.43	12.93	12.06	9.72	8.2
AT1G67710	11.99	14.92	15.96	10.56	10.99	9.06	13.35	12.43	12.93	12.06	9.72	8.2
AT1G67710	11.99	14.92	15.96	10.56	10.99	9.06	13.35	12.43	12.93	12.06	9.72	8.2
AT1G67660	57.8	35.83	203.06	277.87	100.65	77.33	46.2	41.71	203.75	356.8	102.27	88.24
AT1G67660	57.8	35.83	203.06	277.87	100.65	77.33	46.2	41.71	203.75	356.8	102.27	88.24
AT1G67660	57.8	35.83	203.06	277.87	100.65	77.33	46.2	41.71	203.75	356.8	102.27	88.24
AT1G67670	5.64	5.3	5.57	6.23	6.52	6.6	5.59	5.77	6.45	5.06	6.44	4.99
AT1G67690	8.34	7.64	7.75	9.74	10.6	8.77	10.21	8.1	7.95	13.5	9.39	14.2
AT1G67770	4.14	4.28	4.16	5.05	4.65	4.68	4.55	4.15	4.61	4.06	4.76	4.31
AT1G67780	4.96	6.65	5.93	5.74	6.35	5.81	5.56	6.89	6.31	6.9	6.59	5.57
AT1G67780	4.96	6.65	5.93	5.74	6.35	5.81	5.56	6.89	6.31	6.9	6.59	5.57
AT1G67810	36.01	22.14	92.54	30.76	102.86	59.22	55.15	17.4	37.77	30.88	38.3	30.69
AT1G67820	4.6	6.54	5.3	5.25	5.65	5.54	5.35	6.16	6.06	6.48	4.57	5.99
AT1G67820	4.6	6.54	5.3	5.25	5.65	5.54	5.35	6.16	6.06	6.48	4.57	5.99
AT1G67740	4289.87	7280.84	6251.69	5331.21	4263.44	3570.28	4406.78	7431.57	6695.95	4821.71	3928.02	3334.04
AT1G67750	19.86	85.02	23.75	107.25	27.86	16.45	24.52	72.06	50.3	99.3	11.86	16.94
AT1G67800	93.78	15.71	30.91	28.21	48.26	86.63	108.05	26.79	19.2	25.72	38.65	86.72
AT1G67800	93.78	15.71	30.91	28.21	48.26	86.63	108.05	26.79	19.2	25.72	38.65	86.72
AT1G67800	93.78	15.71	30.91	28.21	48.26	86.63	108.05	26.79	19.2	25.72	38.65	86.72
AT1G67800	93.78	15.71	30.91	28.21	48.26	86.63	108.05	26.79	19.2	25.72	38.65	86.72
AT1G67800	93.78	15.71	30.91	28.21	48.26	86.63	108.05	26.79	19.2	25.72	38.65	86.72
AT1G67800	93.78	15.71	30.91	28.21	48.26	86.63	108.05	26.79	19.2	25.72	38.65	86.72
AT1G67700	1771.26	1641.45	1640.54	1873.85	1530.06	1966.82	1545.91	1726.66	1591.1	1479	1517.97	1489.98
AT1G67700	1771.26	1641.45	1640.54	1873.85	1530.06	1966.82	1545.91	1726.66	1591.1	1479	1517.97	1489.98
AT1G67700	1771.26	1641.45	1640.54	1873.85	1530.06	1966.82	1545.91	1726.66	1591.1	1479	1517.97	1489.98
AT1G67700	1771.26	1641.45	1640.54	1873.85	1530.06	1966.82	1545.91	1726.66	1591.1	1479	1517.97	1489.98
AT1G67700	1771.26	1641.45	1640.54	1873.85	1530.06	1966.82	1545.91	1726.66	1591.1	1479	1517.97	1489.98
AT1G67730	2124.92	1701.57	1505.4	1714.88	1512.33	1700.23	1967.77	1751.65	1327.26	1483.25	1283.87	1331.74
AT1G67850	48.01	36.34	19.49	20.69	23.71	29.61	58.67	29.45	23.72	27.02	32.53	39.98
AT1G67850	48.01	36.34	19.49	20.69	23.71	29.61	58.67	29.45	23.72	27.02	32.53	39.98
AT1G67850	48.01	36.34	19.49	20.69	23.71	29.61	58.67	29.45	23.72	27.02	32.53	39.98
AT1G67850	48.01	36.34	19.49	20.69	23.71	29.61	58.67	29.45	23.72	27.02	32.53	39.98
AT1G67850	48.01	36.34	19.49	20.69	23.71	29.61	58.67	29.45	23.72	27.02	32.53	39.98
AT1G67850	48.01	36.34	19.49	20.69	23.71	29.61	58.67	29.45	23.72	27.02	32.53	39.98
AT1G67850	48.01	36.34	19.49	20.69	23.71	29.61	58.67	29.45	23.72	27.02	32.53	39.98
AT1G67840	353.38	497.25	345.21	388.65	214.01	279.29	389.04	618.43	472.46	312.45	309.16	236.97
AT1G67840	353.38	497.25	345.21	388.65	214.01	279.29	389.04	618.43	472.46	312.45	309.16	236.97
AT1G67720	40.25	32.56	22.94	49.98	45.6	37.16	42.76	27.51	40.98	57.87	40.59	46.1
AT5G12270	3.45	4.31	5.06	4.23	5.82	4.41	4.19	4.52	5.45	3.86	4.83	3.69
AT5G12280	4.1	3.81	3.87	4.63	3.58	3.88	4.49	3.6	3.82	3.46	3.93	4.52
AT5G12280	4.1	3.81	3.87	4.63	3.58	3.88	4.49	3.6	3.82	3.46	3.93	4.52
AT5G12280	4.1	3.81	3.87	4.63	3.58	3.88	4.49	3.6	3.82	3.46	3.93	4.52
AT5G12290	63.66	64.03	52.63	49.61	43.52	62.56	75.02	64.31	43.82	74.11	63.39	73.16
AT5G12290	63.66	64.03	52.63	49.61	43.52	62.56	75.02	64.31	43.82	74.11	63.39	73.16
AT5G12290	63.66	64.03	52.63	49.61	43.52	62.56	75.02	64.31	43.82	74.11	63.39	73.16
AT5G12290	63.66	64.03	52.63	49.61	43.52	62.56	75.02	64.31	43.82	74.11	63.39	73.16
AT5G12310	294.87	450.15	269.04	257.57	257.44	270.33	295.93	476.76	325.49	172.04	258	258.43
AT5G12330	6.48	6.78	7.29	6.22	7.81	6.83	6.24	6.39	8.07	6.42	5.85	7.01
AT5G12330	6.48	6.78	7.29	6.22	7.81	6.83	6.24	6.39	8.07	6.42	5.85	7.01
AT5G12330	6.48	6.78	7.29	6.22	7.81	6.83	6.24	6.39	8.07	6.42	5.85	7.01
AT5G12330	6.48	6.78	7.29	6.22	7.81	6.83	6.24	6.39	8.07	6.42	5.85	7.01
AT5G12340	10.98	10.98	15.16	5.81	7.04	8.47	9.81	8.56	6.71	7.58	5.94	10.62
AT5G12340	10.98	10.98	15.16	5.81	7.04	8.47	9.81	8.56	6.71	7.58	5.94	10.62
AT5G12350	21.41	34.2	24.13	27.94	22.05	21.55	27.14	28.95	27.81	29.53	24.52	32.45
AT5G12370	231.44	173.44	271.07	229.28	210.42	256.78	225.11	233.77	210.58	280.3	223.02	237.46
AT5G12370	231.44	173.44	271.07	229.28	210.42	256.78	225.11	233.77	210.58	280.3	223.02	237.46
AT5G12370	231.44	173.44	271.07	229.28	210.42	256.78	225.11	233.77	210.58	280.3	223.02	237.46
AT1G44575	4750.96	6500.45	4878.46	4993.4	5124.57	4006.33	4358.75	6574.91	4918.18	4787.96	4117.65	4372.09
AT1G44575	4750.96	6500.45	4878.46	4993.4	5124.57	4006.33	4358.75	6574.91	4918.18	4787.96	4117.65	4372.09
AT1G44575	4750.96	6500.45	4878.46	4993.4	5124.57	4006.33	4358.75	6574.91	4918.18	4787.96	4117.65	4372.09
AT1G67830	210.15	184.86	108.65	262.43	201.34	168.5	191.32	180.59	192.79	246.24	146.02	190.16
AT4G16143	339.29	289.55	313.64	228.47	374.63	364.44	406.93	308.31	280.85	413.23	455.16	508.64
AT4G16143	339.29	289.55	313.64	228.47	374.63	364.44	406.93	308.31	280.85	413.23	455.16	508.64
AT3G29791	3.18	3.3	3.95	3.96	3.44	3.75	3.33	3.57	3.8	3.77	4.5	3.4
AT3G29796	6.52	6.93	6.46	6.87	8.07	5.92	7.45	8.12	7.99	6.42	6.27	5.94
AT3G29800	4.54	5.25	4	4.7	4.78	4.68	4.97	4.74	3.95	4.07	4.67	4
AT3G29970	6.11	5.39	8.99	6.53	6.56	7.56	5.8	9.05	5	7.98	9.53	4.73
AT3G29970	6.11	5.39	8.99	6.53	6.56	7.56	5.8	9.05	5	7.98	9.53	4.73
AT3G29970	6.11	5.39	8.99	6.53	6.56	7.56	5.8	9.05	5	7.98	9.53	4.73
AT1G08410	18.87	17.21	17.64	20.5	18.93	25.32	37.46	15.85	23.55	22.62	31.21	26.82
AT3G29810	10.25	33.56	57.86	18.29	14.81	8.54	8.78	63.77	39.08	23.38	16.66	9.59
AT4G25620	242.71	119.89	101.68	128.88	262.54	248.58	261.31	140.77	100.68	149.3	390.49	242.91
AT4G25610	14.96	12.58	14.22	12.57	16.91	14.92	13.71	15.43	17.24	15.01	19.95	16.6
AT4G25610	14.96	12.58	14.22	12.57	16.91	14.92	13.71	15.43	17.24	15.01	19.95	16.6
AT4G25610	14.96	12.58	14.22	12.57	16.91	14.92	13.71	15.43	17.24	15.01	19.95	16.6
AT4G25600	6.66	9.53	8.16	8.3	7.08	6.29	7.83	9.04	8.47	7.97	7.36	9.25
AT4G25600	6.66	9.53	8.16	8.3	7.08	6.29	7.83	9.04	8.47	7.97	7.36	9.25
AT4G25600	6.66	9.53	8.16	8.3	7.08	6.29	7.83	9.04	8.47	7.97	7.36	9.25
AT4G25600	6.66	9.53	8.16	8.3	7.08	6.29	7.83	9.04	8.47	7.97	7.36	9.25
AT4G25590	4.9	4.78	4.61	4.85	4.8	4.91	4.87	5.3	4.24	5.19	4.99	4.63
AT4G25590	4.9	4.78	4.61	4.85	4.8	4.91	4.87	5.3	4.24	5.19	4.99	4.63
AT4G25580	6.8	7.06	6.58	9.5	11.47	6.46	7.81	6.04	7.4	8.84	38.15	5.98
AT4G25580	6.8	7.06	6.58	9.5	11.47	6.46	7.81	6.04	7.4	8.84	38.15	5.98
AT4G25560	5.03	4.21	4.88	4.83	4.39	4.5	5.43	3.61	5.32	4.53	4.32	4.43
AT4G25560	5.03	4.21	4.88	4.83	4.39	4.5	5.43	3.61	5.32	4.53	4.32	4.43
AT4G25550	322.51	363.08	290.44	340.36	339.63	335.3	329.26	344.47	367.01	378.74	301.27	376.78
AT4G25540	6.54	7.86	7.06	6.42	7.96	7.24	5.23	6.64	6.96	5.9	5.71	5.99
AT4G25520	23.41	22.94	25.83	23.11	15.64	20.69	19.15	31.35	40.64	21.13	21.22	18.11
AT4G25520	23.41	22.94	25.83	23.11	15.64	20.69	19.15	31.35	40.64	21.13	21.22	18.11
AT4G25570	1046.13	1455.71	1321.22	994.47	985.14	895.47	1049.37	1287.65	1311.7	1156.53	1061.56	944.27
AT4G25570	1046.13	1455.71	1321.22	994.47	985.14	895.47	1049.37	1287.65	1311.7	1156.53	1061.56	944.27
AT4G25530	3.76	3.17	3.23	3.26	3.02	2.93	3.05	3.4	3.26	3.06	3.95	3.01
AT1G44478	4.31	5.15	4.96	4.77	4.84	5.12	4.76	4.32	5.12	4.48	4.92	4.27
AT1G44446	1462.79	1403.88	778.21	126.39	10.85	477.88	1162.43	1651.29	566.06	154.6	20.38	299.51
AT1G44446	1462.79	1403.88	778.21	126.39	10.85	477.88	1162.43	1651.29	566.06	154.6	20.38	299.51
AT1G44446	1462.79	1403.88	778.21	126.39	10.85	477.88	1162.43	1651.29	566.06	154.6	20.38	299.51
AT1G44446	1462.79	1403.88	778.21	126.39	10.85	477.88	1162.43	1651.29	566.06	154.6	20.38	299.51
AT1G44414	4.87	4.27	5.22	5.3	6.14	4.54	4.46	5.1	4.75	5.39	6.75	4.73
AT1G44350	207.25	228.6	182.18	151.88	112.13	84.51	137.22	237.96	159.24	176.7	173.69	51.09
AT1G44318	4.29	4.46	4.48	4.56	4.21	4.68	4.52	4.06	5.38	3.77	4.4	3.92
AT1G44224	3.78	3.79	3.29	3.89	3.95	3.86	3.69	4.06	4.8	3.68	3.78	3.15
AT4G17230	24.88	47.85	106.66	51.53	39.12	32.68	36.99	47.52	97.78	62.35	62.64	33.2
AT4G17230	24.88	47.85	106.66	51.53	39.12	32.68	36.99	47.52	97.78	62.35	62.64	33.2
AT4G15415	160.77	88.32	140.84	96.59	140.25	183.89	127.32	139.08	92.06	132.69	152.53	162.35
AT4G15415	160.77	88.32	140.84	96.59	140.25	183.89	127.32	139.08	92.06	132.69	152.53	162.35
AT4G15415	160.77	88.32	140.84	96.59	140.25	183.89	127.32	139.08	92.06	132.69	152.53	162.35
AT4G15415	160.77	88.32	140.84	96.59	140.25	183.89	127.32	139.08	92.06	132.69	152.53	162.35
AT4G15415	160.77	88.32	140.84	96.59	140.25	183.89	127.32	139.08	92.06	132.69	152.53	162.35
AT4G16760	581.53	446.45	457.74	226.37	456.88	655.94	614.82	408.17	320.63	343.68	455.63	490.57
AT4G16760	581.53	446.45	457.74	226.37	456.88	655.94	614.82	408.17	320.63	343.68	455.63	490.57
AT4G17490	7.77	6.19	17.04	6.07	21.78	25.46	10.89	7.37	9.56	8.12	15.09	15.54
AT4G17615	24.51	34.78	33.77	39.19	35.97	31.17	30.64	35.68	42.37	68.06	71.91	39.06
AT4G17615	24.51	34.78	33.77	39.19	35.97	31.17	30.64	35.68	42.37	68.06	71.91	39.06
AT4G17615	24.51	34.78	33.77	39.19	35.97	31.17	30.64	35.68	42.37	68.06	71.91	39.06
AT4G17615	24.51	34.78	33.77	39.19	35.97	31.17	30.64	35.68	42.37	68.06	71.91	39.06
AT4G17615	24.51	34.78	33.77	39.19	35.97	31.17	30.64	35.68	42.37	68.06	71.91	39.06
AT4G17500	15.33	17.38	27.78	19.21	36.59	20.63	15.6	21.72	22.1	18.14	25.64	20.1
AT4G15440	50.03	14.78	6	58.69	9.73	33.52	36.64	11.97	9.07	59.69	16.45	27.6
AT4G14680	75.16	132.27	65.94	160.11	90.27	80.57	90.8	93.36	77.24	135.63	87.38	106.21
AT4G14680	75.16	132.27	65.94	160.11	90.27	80.57	90.8	93.36	77.24	135.63	87.38	106.21
AT4G14110	188.09	151.8	182.35	156.56	232.47	189.37	211.36	201.11	243.75	173.78	257.15	214.64
AT4G15090	23.02	22.1	30.25	36.13	14.97	19.4	23.96	24.99	31.22	29.64	35.74	25.11
AT4G15090	23.02	22.1	30.25	36.13	14.97	19.4	23.96	24.99	31.22	29.64	35.74	25.11
AT4G15090	23.02	22.1	30.25	36.13	14.97	19.4	23.96	24.99	31.22	29.64	35.74	25.11
AT4G15090	23.02	22.1	30.25	36.13	14.97	19.4	23.96	24.99	31.22	29.64	35.74	25.11
AT4G15090	23.02	22.1	30.25	36.13	14.97	19.4	23.96	24.99	31.22	29.64	35.74	25.11
AT4G14640	4.95	4.7	5.76	6.72	6.72	4.54	4.27	5.86	4.55	4.84	6.11	5.48
AT4G14640	4.95	4.7	5.76	6.72	6.72	4.54	4.27	5.86	4.55	4.84	6.11	5.48
AT4G14640	4.95	4.7	5.76	6.72	6.72	4.54	4.27	5.86	4.55	4.84	6.11	5.48
AT4G15340	5.51	5.79	7.85	5.59	5.24	5.46	5.47	5.71	5.39	4.93	5.16	5.59
AT4G15340	5.51	5.79	7.85	5.59	5.24	5.46	5.47	5.71	5.39	4.93	5.16	5.59
AT4G14150	11.82	14.35	12.31	13.35	15.79	12.83	9.97	14.86	17.5	11.07	9.81	11.28
AT4G16360	251.18	298.46	192.52	358.38	247.57	288.14	221.74	208.01	218.42	275.53	200.62	208.07
AT4G14385	78.19	50.31	42.82	39.69	58.87	70.28	85.27	69.76	56.43	58.89	81.99	96.51
AT4G14385	78.19	50.31	42.82	39.69	58.87	70.28	85.27	69.76	56.43	58.89	81.99	96.51
AT4G14385	78.19	50.31	42.82	39.69	58.87	70.28	85.27	69.76	56.43	58.89	81.99	96.51
AT4G14385	78.19	50.31	42.82	39.69	58.87	70.28	85.27	69.76	56.43	58.89	81.99	96.51
AT4G14385	78.19	50.31	42.82	39.69	58.87	70.28	85.27	69.76	56.43	58.89	81.99	96.51
AT4G14385	78.19	50.31	42.82	39.69	58.87	70.28	85.27	69.76	56.43	58.89	81.99	96.51
AT4G14385	78.19	50.31	42.82	39.69	58.87	70.28	85.27	69.76	56.43	58.89	81.99	96.51
AT4G14385	78.19	50.31	42.82	39.69	58.87	70.28	85.27	69.76	56.43	58.89	81.99	96.51
AT4G16563	16.3	22.27	42.7	28.23	36.56	12.73	15.26	22.87	46.34	56.95	62.85	23.52
AT4G17740	237.58	246.36	143.26	271.72	153.67	256.45	260.38	237.38	124.23	251.43	123.35	235.67
AT4G17740	237.58	246.36	143.26	271.72	153.67	256.45	260.38	237.38	124.23	251.43	123.35	235.67
AT4G17245	1133.26	767.21	657.98	249.86	610.99	909.25	1191.7	986.61	542.04	367.64	982.63	1069.98
AT4G14400	23.97	30.96	22.22	165.38	332.12	165.62	23.42	25.05	11.98	238	405.28	120.38
